gpu,compute_capability,distribution,format,storage_bits,strategy,decode_kind,table_location,lanes,lookup_entry_bytes,shared_table_bytes,pipelined,component,n,m,blocks,threads,warmup,round,sample,order_position,iterations,total_time_ms,time_ms,main_array_unique_bytes,main_array_requested_bytes,useful_flops,main_array_unique_gb_per_s,main_array_requested_gb_per_s,useful_gflop_per_s
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_prefix_global_pipelined_x4,lut_prefix,global,4,2,0,1,dot,1048576,1,1024,256,10,0,2,14,1595,11.706527709960938,0.007339515805618143,2113544,2113544,2097152,287.9677700785324,287.9677700785324,285.73438024272713
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,generic_fp64_x2,generic_fp64,none,2,0,0,0,dot,1048576,1,2048,256,10,0,2,15,1081,12.908672332763672,0.011941417514119956,2129928,2129928,2097152,178.36475422465529,178.36475422465529,175.62002145224827
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_prefix_global_pipelined_x4,lut_prefix,global,4,4,0,1,dot,1048576,1,1024,256,10,0,2,16,1611,11.872896194458008,0.0073698921132576084,2113544,2113544,2097152,286.78086022425907,286.78086022425907,284.55667569779735
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,generic_fp64_x2,generic_fp64,none,2,0,0,0,dot,1048576,1,2048,256,10,0,2,17,1026,12.968992233276367,0.012640343307286908,2129928,2129928,2097152,168.50238543538123,168.50238543538123,165.9094178866988
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_fp64_global_x8,lut_fp64,global,8,8,0,0,dot,1048576,1,512,256,10,0,2,18,1743,11.99500846862793,0.0068818178248008779,2105352,2105352,2097152,305.92963277997222,305.92963277997222,304.73808714352009
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_fp32_shared_x4,lut_fp32,shared,4,4,1024,0,dot,1048576,1,1024,256,10,0,2,19,1651,12.033663749694824,0.0072887121439702144,2113544,2113544,2097152,289.97495829883843,289.97495829883843,287.7260013258894
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,branchless_fp32_x4,branchless_fp32,none,4,0,0,0,dot,1048576,1,1024,256,10,0,2,20,1425,12.169887542724609,0.0085402719598067431,2113544,2113544,2097152,247.47970672913175,247.47970672913175,245.56032991336451
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,branchless_fp32_x2,branchless_fp32,none,2,0,0,0,dot,1048576,1,2048,256,10,0,2,21,1264,12.980832099914551,0.010269645648666574,2129928,2129928,2097152,207.40034007663672,207.40034007663672,204.20879860370812
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_fp32_global_x2,lut_fp32,global,2,4,0,0,dot,1048576,1,2048,256,10,0,2,22,1367,12.575936317443848,0.0091996608028118848,2129928,2129928,2097152,231.52244910475238,231.52244910475238,227.95970905351246
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_fp64_global_x2,lut_fp64,global,2,8,0,0,dot,1048576,1,2048,256,10,0,2,23,1257,12.607616424560547,0.010029925556531859,2129928,2129928,2097152,212.35730893465225,212.35730893465225,209.089488070453
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_fp32_global_x8,lut_fp32,global,8,4,0,0,dot,1048576,1,512,256,10,0,2,24,1861,11.464735984802246,0.0061605244410544045,2105352,2105352,2097152,341.74882676703709,341.74882676703709,340.41777125732204
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,generic_fp64_x8,generic_fp64,none,8,0,0,0,dot,1048576,1,512,256,10,0,2,25,1224,12.472512245178223,0.01018996098462273,2105352,2105352,2097152,206.61040833984586,206.61040833984586,205.80569475827531
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_prefix_global_x1,lut_prefix,global,1,4,0,0,dot,1048576,1,2112,256,10,0,2,26,1314,12.541088104248047,0.0095442070808584838,2130952,2130952,2097152,223.27176914190812,223.27176914190812,219.73035394485228
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,decomposed_bits_x4,decomposed_bits,none,4,8,0,0,dot,1048576,1,1024,256,10,0,2,27,1288,12.340383529663086,0.0095810431130924582,2113544,2113544,2097152,220.5964397667567,220.5964397667567,218.88556133666174
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_fp64_global_x2,lut_fp64,global,2,8,0,0,dot,1048576,1,2048,256,10,0,2,28,1267,12.42636775970459,0.0098077093604613964,2129928,2129928,2097152,217.1687518174783,217.1687518174783,213.82689096135093
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,direct_fp64_bits_x4,direct_fp64_bits,none,4,0,0,0,dot,1048576,1,1024,256,10,0,2,29,1237,12.527199745178223,0.010127081443151352,2113544,2113544,2097152,208.70218254533023,208.70218254533023,207.08355233167816
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,branchless_fp32_x1,branchless_fp32,none,1,0,0,0,dot,1048576,1,2112,256,10,0,2,30,1234,12.777759552001953,0.010354748421395424,2130952,2130952,2097152,205.7946666861491,205.7946666861491,202.53046376933455
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_prefix_global_x8,lut_prefix,global,8,4,0,0,dot,1048576,1,512,256,10,0,2,31,1783,10.988703727722168,0.0061630419112294827,2105352,2105352,2097152,341.60922971558978,341.60922971558978,340.27871791344563
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_fp32_global_x2,lut_fp32,global,2,4,0,0,dot,1048576,1,2048,256,10,0,2,32,1328,12.444928169250488,0.0093711808503392224,2129928,2129928,2097152,227.28491040943894,227.28491040943894,223.78737893251588
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,branchless_fp32_x2,branchless_fp32,none,2,0,0,0,dot,1048576,1,2048,256,10,0,2,33,1237,12.696384429931641,0.010263851600591463,2129928,2129928,2097152,207.51741966702451,207.51741966702451,204.32407653664339
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_fp32_global_x4,lut_fp32,global,4,4,0,0,dot,1048576,1,1024,256,10,0,2,34,1681,11.984416007995605,0.0071293373039831081,2113544,2113544,2097152,296.45728766672028,296.45728766672028,294.15805573238021
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_fp64_global_x8,lut_fp64,global,8,8,0,0,dot,1048576,1,512,256,10,0,2,35,1763,11.709695816040039,0.0066419148134089839,2105352,2105352,2097152,316.97967516078717,316.97967516078717,315.74509142546952
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_fp64_shared_x4,lut_fp64,shared,4,8,2048,0,dot,1048576,1,1024,256,10,0,2,36,1527,11.982144355773926,0.0078468528852481505,2113544,2113544,2097152,269.349257709852,269.349257709852,267.26026735413672
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_prefix_shared_x4,lut_prefix,shared,4,2,512,0,dot,1048576,1,1024,256,10,0,2,37,1711,12.19536018371582,0.0071276213814820688,2113544,2113544,2097152,296.52865758148954,296.52865758148954,294.22887212394727
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_fp64_global_x1,lut_fp64,global,1,8,0,0,dot,1048576,1,2112,256,10,0,2,38,1261,12.471872329711914,0.0098904617999301461,2130952,2130952,2097152,215.45525811697189,215.45525811697189,212.03782416052721
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,generic_fp64_x1,generic_fp64,none,1,0,0,0,dot,1048576,1,2112,256,10,0,2,39,1015,13.054559707641602,0.012861635179942465,2130952,2130952,2097152,165.68282105553646,165.68282105553646,163.05485038717924
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,generic_fp64_x4,generic_fp64,none,4,0,0,0,dot,1048576,1,1024,256,10,0,2,40,1158,12.709152221679688,0.01097508827433479,2113544,2113544,2097152,192.57649206726805,192.57649206726805,191.08292777053865
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,direct_fp64_bits_x4,direct_fp64_bits,none,4,0,0,0,dot,1048576,1,1024,256,10,0,2,41,1231,12.633664131164551,0.010262927807607271,2113544,2113544,2097152,205.93967331947528,205.93967331947528,204.34246828137208
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_fp64_shared_x4,lut_fp64,shared,4,8,2048,0,dot,1048576,1,1024,256,10,0,2,42,1532,12.242239952087402,0.00799101824548786,2113544,2113544,2097152,264.48994797295268,264.48994797295268,262.43864493541355
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_fp32_global_pipelined_x4,lut_fp32,global,4,4,0,1,dot,1048576,1,1024,256,10,0,2,43,1639,11.940223693847656,0.0072850663171736768,2113544,2113544,2097152,290.12007687803356,290.12007687803356,287.86999440982629
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_prefix_global_x4,lut_prefix,global,4,4,0,0,dot,1048576,1,1024,256,10,0,2,44,1651,11.789312362670898,0.0071407100924717739,2113544,2113544,2097152,295.98512929802916,295.98512929802916,293.68955927940016
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,generic_fp64_x4,generic_fp64,none,4,0,0,0,dot,1048576,1,1024,256,10,0,2,45,1264,12.946592330932617,0.010242557223839096,2113544,2113544,2097152,206.34924988076418,206.34924988076418,204.74886829228271
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_fp64_global_x4,lut_fp64,global,4,8,0,0,dot,1048576,1,1024,256,10,0,2,46,1548,12.188960075378418,0.0078740052166527252,2113544,2113544,2097152,268.42044700834947,268.42044700834947,266.33866022399064
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_fp32_shared_x4,lut_fp32,shared,4,4,1024,0,dot,1048576,1,1024,256,10,0,2,47,1009,7.1892480850219727,0.0071251219871377334,2113544,2113544,2097152,296.63267573739347,296.63267573739347,294.33208354688912
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_prefix_global_x2,lut_prefix,global,2,4,0,0,dot,1048576,1,2048,256,10,0,2,48,1347,12.538432121276855,0.0093084128591513406,2129928,2129928,2097152,228.81752584770805,228.81752584770805,225.29641000379951
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_prefix_shared_x4,lut_prefix,shared,4,4,1024,0,dot,1048576,1,1024,256,10,0,2,49,1687,12.021823883056641,0.0071261552359553294,2113544,2113544,2097152,296.58966581811472,296.58966581811472,294.28940719937276
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_fp32_global_x1,lut_fp32,global,1,4,0,0,dot,1048576,1,2112,256,10,0,2,50,1332,12.599264144897461,0.0094589070156887844,2130952,2130952,2097152,225.28522549862777,225.28522549862777,221.71187395347161
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,branchless_fp32_x4,branchless_fp32,none,4,0,0,0,dot,1048576,1,1024,256,10,0,2,51,1425,12.168448448181152,0.0085392620688990537,2113544,2113544,2097152,247.50897477403387,247.50897477403387,245.5893709642736
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_fp64_global_x1,lut_fp64,global,1,8,0,0,dot,1048576,1,2112,256,10,0,2,52,1274,12.801247596740723,0.010048075036688165,2130952,2130952,2097152,212.07564555592327,212.07564555592327,208.71181717321443
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_prefix_global_x2,lut_prefix,global,2,2,0,0,dot,1048576,1,2048,256,10,0,2,53,1332,12.373696327209473,0.009289561807214318,2129928,2129928,2097152,229.28185895118196,229.28185895118196,225.75359780386432
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_prefix_global_x8,lut_prefix,global,8,2,0,0,dot,1048576,1,512,256,10,0,2,54,1914,11.790528297424316,0.0061601506256135407,2105352,2105352,2097152,341.769565056749,341.769565056749,340.43842877480409
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,branchless_fp32_x8,branchless_fp32,none,8,0,0,0,dot,1048576,1,512,256,10,0,3,0,1589,12.01200008392334,0.007559471418453958,2105352,2105352,2097152,278.50518686537748,278.50518686537748,277.42045493822417
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_prefix_shared_x4,lut_prefix,shared,4,4,1024,0,dot,1048576,1,1024,256,10,0,3,1,1687,12.023391723632812,0.0071270846020348626,2113544,2113544,2097152,296.55099076508213,296.55099076508213,294.25103209820742
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64,64,raw_pointer_x1,none,none,1,0,0,0,dot,1048576,1,2112,256,10,0,3,2,1274,12.162912368774414,0.0095470269770599799,16811016,16811016,2097152,1760.8639883802837,1760.8639883802837,219.66545240095473
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_fp32_global_x2,lut_fp32,global,2,4,0,0,dot,1048576,1,2048,256,10,0,3,3,1367,12.586336135864258,0.0092072685704932388,2129928,2129928,2097152,231.33114709239968,231.33114709239968,227.7713508565173
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_prefix_global_x2,lut_prefix,global,2,4,0,0,dot,1048576,1,2048,256,10,0,3,4,1347,12.537247657775879,0.0093075335247036969,2129928,2129928,2097152,228.83914351173993,228.83914351173993,225.31769500843805
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,generic_fp64_x1,generic_fp64,none,1,0,0,0,dot,1048576,1,2112,256,10,0,3,5,1061,13.000703811645508,0.012253255241890205,2130952,2130952,2097152,173.90905175262438,173.90905175262438,171.15060109337037
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_fp64_global_x8,lut_fp64,global,8,8,0,0,dot,1048576,1,512,256,10,0,3,6,1763,11.719455718994141,0.0066474507765139764,2105352,2105352,2097152,316.7156961038948,316.7156961038948,315.48214052361561
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_fp32_global_x1,lut_fp32,global,1,4,0,0,dot,1048576,1,2112,256,10,0,3,7,1332,12.5863037109375,0.0094491769601632875,2130952,2130952,2097152,225.51720736989731,225.51720736989731,221.94017625464809
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_fp64_global_x1,lut_fp64,global,1,8,0,0,dot,1048576,1,2112,256,10,0,3,8,1261,12.465536117553711,0.0098854370480203901,2130952,2130952,2097152,215.56477368157783,215.56477368157783,212.14560264889508
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_fp32_shared_x4,lut_fp32,shared,4,4,1024,0,dot,1048576,1,1024,256,10,0,3,9,1009,7.1893119812011719,0.007125185313380745,2113544,2113544,2097152,296.63003936625603,296.63003936625603,294.32946762263884
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_fp32_global_x4,lut_fp32,global,4,4,0,0,dot,1048576,1,1024,256,10,0,3,10,1681,11.983615875244141,0.0071288613178132898,2113544,2113544,2097152,296.47708179127682,296.47708179127682,294.17769633976849
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_fp64_global_x2,lut_fp64,global,2,8,0,0,dot,1048576,1,2048,256,10,0,3,11,1267,12.433631896972656,0.0098134426969002809,2129928,2129928,2097152,217.04187468000083,217.04187468000083,213.70196624905307
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,branchless_fp32_x4,branchless_fp32,none,4,0,0,0,dot,1048576,1,1024,256,10,0,3,12,1425,12.180928230285645,0.0085480198107267674,2113544,2113544,2097152,247.25539327222299,247.25539327222299,245.33775616293249
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_fp32_global_x4,lut_fp32,global,4,4,0,0,dot,1048576,1,1024,256,10,0,3,13,1669,12.234432220458984,0.0073303967767878878,2113544,2113544,2097152,288.3260025831965,288.3260025831965,286.08983440579226
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,branchless_fp32_x2,branchless_fp32,none,2,0,0,0,dot,1048576,1,2048,256,10,0,3,14,1237,12.701312065124512,0.010267835137529921,2129928,2129928,2097152,207.43691065070854,207.43691065070854,204.24480641831775
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,decomposed_bits_x4,decomposed_bits,none,4,8,0,0,dot,1048576,1,1024,256,10,0,3,15,1274,12.386719703674316,0.0097226999243911431,2113544,2113544,2097152,217.382416040404,217.382416040404,215.69646459404927
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,branchless_fp32_x2,branchless_fp32,none,2,0,0,0,dot,1048576,1,2048,256,10,0,3,16,1264,12.975232124328613,0.010265215288234663,2129928,2129928,2097152,207.48985191194072,207.48985191194072,204.29693300281994
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,generic_fp64_x2,generic_fp64,none,2,0,0,0,dot,1048576,1,2048,256,10,0,3,17,1026,13.009504318237305,0.012679828770211798,2129928,2129928,2097152,167.97766267977946,167.97766267977946,165.39276972941096
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,generic_fp64_x8,generic_fp64,none,8,0,0,0,dot,1048576,1,512,256,10,0,3,18,1292,12.046976089477539,0.0093242848989764232,2105352,2105352,2097152,225.79232861397401,225.79232861397401,224.91290460571571
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,generic_fp64_x8,generic_fp64,none,8,0,0,0,dot,1048576,1,512,256,10,0,3,19,1224,12.388511657714844,0.010121333053688598,2105352,2105352,2097152,208.0113349528331,208.0113349528331,207.20116499236414
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_fp32_shared_x4,lut_fp32,shared,4,4,1024,0,dot,1048576,1,1024,256,10,0,3,20,1651,11.989151954650879,0.0072617516381895085,2113544,2113544,2097152,291.05154035906219,291.05154035906219,288.79423374535287
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,branchless_fp32_x1,branchless_fp32,none,1,0,0,0,dot,1048576,1,2112,256,10,0,3,21,1234,12.787199974060059,0.010362398682382543,2130952,2130952,2097152,205.64273440114806,205.64273440114806,202.38094135148819
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_fp64_global_x2,lut_fp64,global,2,8,0,0,dot,1048576,1,2048,256,10,0,3,22,1257,12.595232009887695,0.010020073198001349,2129928,2129928,2097152,212.56611183487615,212.56611183487615,209.2950778461686
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_fp32_global_x2,lut_fp32,global,2,4,0,0,dot,1048576,1,2048,256,10,0,3,23,1328,12.436320304870605,0.0093646990247519615,2129928,2129928,2097152,227.44222685324522,227.44222685324522,223.94227454155111
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_prefix_global_x8,lut_prefix,global,8,2,0,0,dot,1048576,1,512,256,10,0,3,24,1914,11.78547191619873,0.0061575088381393573,2105352,2105352,2097152,341.91619619927076,341.91619619927076,340.58448881312626
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,generic_fp64_x2,generic_fp64,none,2,0,0,0,dot,1048576,1,2048,256,10,0,3,25,1081,12.909952163696289,0.011942601446527557,2129928,2129928,2097152,178.34707199571665,178.34707199571665,175.60261132299362
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_fp64_shared_x4,lut_fp64,shared,4,8,2048,0,dot,1048576,1,1024,256,10,0,3,26,1532,12.218111991882324,0.0079752689242051731,2113544,2113544,2097152,265.01225476990908,265.01225476990908,262.95690088080698
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,decomposed_bits_x4,decomposed_bits,none,4,8,0,0,dot,1048576,1,1024,256,10,0,3,27,1288,12.310848236083984,0.0095581119845372549,2113544,2113544,2097152,221.12567873437871,221.12567873437871,219.41069568892806
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_prefix_shared_x4,lut_prefix,shared,4,2,512,0,dot,1048576,1,1024,256,10,0,3,28,1711,12.191167831420898,0.0071251711463593799,2113544,2113544,2097152,296.6306291575774,296.6306291575774,294.33005283971937
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_fp32_global_pipelined_x4,lut_fp32,global,4,4,0,1,dot,1048576,1,1024,256,10,0,3,29,1639,11.88640022277832,0.0072522271035865282,2113544,2113544,2097152,291.43378576144761,291.43378576144761,289.17351456945835
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,branchless_fp32_x8,branchless_fp32,none,8,0,0,0,dot,1048576,1,512,256,10,0,3,30,1579,11.94758415222168,0.0075665510780377962,2105352,2105352,2097152,278.24460289587745,278.24460289587745,277.16088590045518
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_fp32_global_x1,lut_fp32,global,1,4,0,0,dot,1048576,1,2112,256,10,0,3,31,1340,12.916288375854492,0.0096390211760108147,2130952,2130952,2097152,221.07555954990769,221.07555954990769,217.56897943323358
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_prefix_global_x1,lut_prefix,global,1,2,0,0,dot,1048576,1,2112,256,10,0,3,32,1314,12.502911567687988,0.0095151534000669623,2130952,2130952,2097152,223.95350977578602,223.95350977578602,220.401281180106
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_fp64_global_x4,lut_fp64,global,4,8,0,0,dot,1048576,1,1024,256,10,0,3,33,1568,12.218208312988281,0.0077922246894057915,2113544,2113544,2097152,271.23755849514288,271.23755849514288,269.13392305682112
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_prefix_global_x4,lut_prefix,global,4,4,0,0,dot,1048576,1,1024,256,10,0,3,34,1651,11.857119560241699,0.0071817804725873404,2113544,2113544,2097152,294.29248193638603,294.29248193638603,292.01003957232774
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_prefix_global_x2,lut_prefix,global,2,2,0,0,dot,1048576,1,2048,256,10,0,3,35,1332,12.381183624267578,0.009295182901101786,2129928,2129928,2097152,229.14320489030217,229.14320489030217,225.61707739515469
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_fp32_global_pipelined_x4,lut_fp32,global,4,4,0,1,dot,1048576,1,1024,256,10,0,3,36,1628,11.994048118591309,0.0073673514241961351,2113544,2113544,2097152,286.87975885860669,286.87975885860669,284.65480730462428
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,generic_fp64_x1,generic_fp64,none,1,0,0,0,dot,1048576,1,2112,256,10,0,3,37,1015,13.053695678710938,0.012860783919912253,2130952,2130952,2097152,165.69378766255949,165.69378766255949,163.06564304785465
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_fp64_global_x8,lut_fp64,global,8,8,0,0,dot,1048576,1,512,256,10,0,3,38,1743,11.990880012512207,0.0068794492326518684,2105352,2105352,2097152,306.0349642537351,306.0349642537351,304.8430083685052
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_fp64_global_x1,lut_fp64,global,1,8,0,0,dot,1048576,1,2112,256,10,0,3,39,1274,12.740384101867676,0.01000030149283177,2130952,2130952,2097152,213.0887755261648,213.0887755261648,209.70887742766968
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_fp32_global_x8,lut_fp32,global,8,4,0,0,dot,1048576,1,512,256,10,0,3,40,1861,11.471487998962402,0.0061641526055681902,2105352,2105352,2097152,341.54767649623039,341.54767649623039,340.21740443375859
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_fp64_global_x4,lut_fp64,global,4,8,0,0,dot,1048576,1,1024,256,10,0,3,41,1548,12.185824394226074,0.0078719795828333817,2113544,2113544,2097152,268.48951750447333,268.48951750447333,266.40719503049911
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,direct_fp64_bits_x4,direct_fp64_bits,none,4,0,0,0,dot,1048576,1,1024,256,10,0,3,42,1231,12.561504364013672,0.010204308987825891,2113544,2113544,2097152,207.12269713917269,207.12269713917269,205.51631693062001
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,generic_fp64_x4,generic_fp64,none,4,0,0,0,dot,1048576,1,1024,256,10,0,3,43,1158,12.662624359130859,0.010934908772997288,2113544,2113544,2097152,193.28409992950239,193.28409992950239,191.78504764289542
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,generic_fp64_x4,generic_fp64,none,4,0,0,0,dot,1048576,1,1024,256,10,0,3,44,1264,12.930656433105469,0.010229949709735339,2113544,2113544,2097152,206.60355719917612,206.60355719917612,205.00120328101357
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_prefix_global_pipelined_x4,lut_prefix,global,4,4,0,1,dot,1048576,1,1024,256,10,0,3,45,1611,11.873760223388672,0.0073704284440649732,2113544,2113544,2097152,286.75999177523096,286.75999177523096,284.53596909806896
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_prefix_global_x1,lut_prefix,global,1,4,0,0,dot,1048576,1,2112,256,10,0,3,46,1314,12.564160346984863,0.0095617658652852842,2130952,2130952,2097152,222.86176319549747,222.86176319549747,219.32685128945371
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,branchless_fp32_x4,branchless_fp32,none,4,0,0,0,dot,1048576,1,1024,256,10,0,3,47,1425,12.199456214904785,0.00856102190519634,2113544,2113544,2097152,246.87987291763943,246.87987291763943,244.96514822921756
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_prefix_global_x4,lut_prefix,global,4,2,0,0,dot,1048576,1,1024,256,10,0,3,48,1663,11.859456062316895,0.0071313626351875497,2113544,2113544,2097152,296.37309279033951,296.37309279033951,294.07451384567634
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_fp64_shared_x4,lut_fp64,shared,4,8,2048,0,dot,1048576,1,1024,256,10,0,3,49,1527,11.984319686889648,0.0078482774635819565,2113544,2113544,2097152,269.3003668393979,269.3003668393979,267.2117556663012
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_fp32_global_x8,lut_fp32,global,8,4,0,0,dot,1048576,1,512,256,10,0,3,50,1796,11.305824279785156,0.0062950023829538735,2105352,2105352,2097152,334.44816569109577,334.44816569109577,333.14554505631975
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,8,lut_prefix_global_x8,lut_prefix,global,8,4,0,0,dot,1048576,1,512,256,10,0,3,51,1783,10.992959976196289,0.006165429038808911,2105352,2105352,2097152,341.47696563331618,341.47696563331618,340.14696897803321
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,direct_fp64_bits_x4,direct_fp64_bits,none,4,0,0,0,dot,1048576,1,1024,256,10,0,3,52,1237,12.670271873474121,0.010242742015743024,2113544,2113544,2097152,206.34552708166399,206.34552708166399,204.74517436607226
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,branchless_fp32_x1,branchless_fp32,none,1,0,0,0,dot,1048576,1,2112,256,10,0,3,53,1212,12.568032264709473,0.010369663584743789,2130952,2130952,2097152,205.49866276617988,205.49866276617988,202.2391549023252
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,lut_prefix_global_pipelined_x4,lut_prefix,global,4,2,0,1,dot,1048576,1,1024,256,10,0,3,54,1595,11.71571159362793,0.0073452737264124955,2113544,2113544,2097152,287.74203368351203,287.74203368351203,285.51039459005568
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,generic_fp64_x4,generic_fp64,none,4,0,0,0,dot,1048576,1,1024,256,10,0,4,0,1158,12.675775527954102,0.010946265568181434,2113544,2113544,2097152,193.08356688729006,193.08356688729006,191.58606987354611
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,decomposed_bits_x4,decomposed_bits,none,4,8,0,0,dot,1048576,1,1024,256,10,0,4,1,1288,12.310015678405762,0.0095574655888243498,2113544,2113544,2097152,221.14063402659698,221.14063402659698,219.4255349924799
