kernel,distribution,format,storage_bits,n,m,comparison,finite_pairs,mse,mse_relative_cluster_standard_error,target,status
dot,normal_0_1,bf16_e8m7,16,262144,1,kernel_x1,8192,5.16457373886881166355e-30,0.334082407159575101057,0.05,review
dot,normal_0_1,bf16_e8m7,16,262144,1,kernel_x2,8192,6.249257483547702896e-30,0.379311282686301598716,0.05,review
dot,normal_0_1,bf16_e8m7,16,262144,1,kernel_x4,8192,5.65761180463194404194e-30,0.347208748372613657337,0.05,review
dot,normal_0_1,bf16_e8m7,16,262144,1,total_x1,8192,1.51000569906184999567,0.0184394391724586655705,0.05,pass
dot,normal_0_1,bf16_e8m7,16,262144,1,total_x2,8192,1.51000569906184993496,0.0184394391724586712964,0.05,pass
dot,normal_0_1,bf16_e8m7,16,262144,1,total_x4,8192,1.51000569906184988161,0.0184394391724586847049,0.05,pass
dot,normal_0_1,bf16_e8m7,16,4194304,1,storage,8192,22.9302754937824207395,0.0162948768476222623074,0.05,pass
dot,normal_0_1,bf16_e8m7,16,4194304,1,kernel_x1,8192,7.47840913336321807393e-27,0.0515172131225142313216,0.05,review
dot,normal_0_1,bf16_e8m7,16,4194304,1,kernel_x2,8192,7.32455660494183261525e-27,0.0438838539184403897642,0.05,pass
dot,normal_0_1,bf16_e8m7,16,4194304,1,kernel_x4,8192,7.44050683205767727234e-27,0.0358568558907026951612,0.05,pass
dot,normal_0_1,bf16_e8m7,16,4194304,1,total_x1,8192,22.9302754937824228992,0.0162948768476221578666,0.05,pass
dot,normal_0_1,bf16_e8m7,16,4194304,1,total_x2,8192,22.9302754937824192095,0.0162948768476223522861,0.05,pass
dot,normal_0_1,bf16_e8m7,16,4194304,1,total_x4,8192,22.9302754937824187047,0.0162948768476223275408,0.05,pass
dot,uniform_0_1,e11m4,16,1024,1,storage,8192,0.0319076676159624765339,0.0157821375104988239555,0.05,pass
dot,uniform_0_1,e11m4,16,1024,1,kernel_x1,8192,0,nan,0.05,exact_zero
dot,uniform_0_1,e11m4,16,1024,1,kernel_x2,8192,0,nan,0.05,exact_zero
dot,uniform_0_1,e11m4,16,1024,1,kernel_x4,8192,0,nan,0.05,exact_zero
dot,uniform_0_1,e11m4,16,1024,1,total_x1,8192,0.0319076676159624765339,0.0157821375104988239555,0.05,pass
dot,uniform_0_1,e11m4,16,1024,1,total_x2,8192,0.0319076676159624765339,0.0157821375104988239555,0.05,pass
dot,uniform_0_1,e11m4,16,1024,1,total_x4,8192,0.0319076676159624765339,0.0157821375104988239555,0.05,pass
dot,uniform_0_1,e11m4,16,16384,1,storage,8192,0.509397945160339618749,0.0128799694439411109018,0.05,pass
dot,uniform_0_1,e11m4,16,16384,1,kernel_x1,8192,2.29755738645619688326e-29,0.767258988478733343721,0.05,review
dot,uniform_0_1,e11m4,16,16384,1,kernel_x2,8192,2.29755738645619688326e-29,0.767258988478733343721,0.05,review
dot,uniform_0_1,e11m4,16,16384,1,kernel_x4,8192,2.29755738645619688326e-29,0.767258988478733343721,0.05,review
dot,uniform_0_1,e11m4,16,16384,1,total_x1,8192,0.509397945160339586602,0.0128799694439411180482,0.05,pass
dot,uniform_0_1,e11m4,16,16384,1,total_x2,8192,0.509397945160339586602,0.0128799694439411180482,0.05,pass
dot,uniform_0_1,e11m4,16,16384,1,total_x4,8192,0.509397945160339586602,0.0128799694439411180482,0.05,pass
dot,uniform_0_1,e11m4,16,262144,1,storage,8192,8.17245386630694853596,0.0120330869403451998202,0.05,pass
dot,uniform_0_1,e11m4,16,262144,1,kernel_x1,8192,2.33384548113442918944e-25,0.120288088971017652882,0.05,review
dot,uniform_0_1,e11m4,16,262144,1,kernel_x2,8192,2.33384548113442918944e-25,0.120082299148002795807,0.05,review
dot,uniform_0_1,e11m4,16,262144,1,kernel_x4,8192,2.41462483782906079832e-25,0.121834324383819688991,0.05,review
dot,uniform_0_1,e11m4,16,262144,1,total_x1,8192,8.17245386630692311359,0.0120330869403466637066,0.05,pass
dot,uniform_0_1,e11m4,16,262144,1,total_x2,8192,8.17245386630692376411,0.0120330869403469054337,0.05,pass
dot,uniform_0_1,e11m4,16,262144,1,total_x4,8192,8.17245386630692660559,0.0120330869403469411429,0.05,pass
dot,uniform_0_1,e11m4,16,4194304,1,storage,8192,128.470508939874764706,0.0138087271279115883209,0.05,pass
dot,uniform_0_1,e11m4,16,4194304,1,kernel_x1,8192,4.90041989281713754624e-21,0.0140093965552769984494,0.05,pass
dot,uniform_0_1,e11m4,16,4194304,1,kernel_x2,8192,4.91102299117687489123e-21,0.0142907136827913589578,0.05,pass
dot,uniform_0_1,e11m4,16,4194304,1,kernel_x4,8192,4.87158974041282352504e-21,0.0121012105657608528688,0.05,pass
dot,uniform_0_1,e11m4,16,4194304,1,total_x1,8192,128.470508939859790434,0.0138087271279280805716,0.05,pass
dot,uniform_0_1,e11m4,16,4194304,1,total_x2,8192,128.470508939849579033,0.0138087271279386370255,0.05,pass
dot,uniform_0_1,e11m4,16,4194304,1,total_x4,8192,128.470508939862941331,0.0138087271279414970729,0.05,pass
dot,normal_0_1,e11m4,16,1024,1,storage,8192,0.355999788510809428535,0.0121162242564804988211,0.05,pass
dot,normal_0_1,e11m4,16,1024,1,kernel_x1,8192,0,nan,0.05,exact_zero
dot,normal_0_1,e11m4,16,1024,1,kernel_x2,8192,0,nan,0.05,exact_zero
dot,normal_0_1,e11m4,16,1024,1,kernel_x4,8192,0,nan,0.05,exact_zero
dot,normal_0_1,e11m4,16,1024,1,total_x1,8192,0.355999788510809428535,0.0121162242564804988211,0.05,pass
dot,normal_0_1,e11m4,16,1024,1,total_x2,8192,0.355999788510809428535,0.0121162242564804988211,0.05,pass
dot,normal_0_1,e11m4,16,1024,1,total_x4,8192,0.355999788510809428535,0.0121162242564804988211,0.05,pass
dot,normal_0_1,e11m4,16,16384,1,storage,8192,5.75645993936062847374,0.0170305349343822821127,0.05,pass
dot,normal_0_1,e11m4,16,16384,1,kernel_x1,8192,0,nan,0.05,exact_zero
dot,normal_0_1,e11m4,16,16384,1,kernel_x2,8192,0,nan,0.05,exact_zero
dot,normal_0_1,e11m4,16,16384,1,kernel_x4,8192,0,nan,0.05,exact_zero
dot,normal_0_1,e11m4,16,16384,1,total_x1,8192,5.75645993936062847374,0.0170305349343822821127,0.05,pass
dot,normal_0_1,e11m4,16,16384,1,total_x2,8192,5.75645993936062847374,0.0170305349343822821127,0.05,pass
dot,normal_0_1,e11m4,16,16384,1,total_x4,8192,5.75645993936062847374,0.0170305349343822821127,0.05,pass
dot,normal_0_1,e11m4,16,262144,1,storage,8192,92.8709354954976523747,0.013486532954866102642,0.05,pass
dot,normal_0_1,e11m4,16,262144,1,kernel_x1,8192,0,nan,0.05,exact_zero
dot,normal_0_1,e11m4,16,262144,1,kernel_x2,8192,0,nan,0.05,exact_zero
dot,normal_0_1,e11m4,16,262144,1,kernel_x4,8192,0,nan,0.05,exact_zero
dot,normal_0_1,e11m4,16,262144,1,total_x1,8192,92.8709354954976523747,0.013486532954866102642,0.05,pass
dot,normal_0_1,e11m4,16,262144,1,total_x2,8192,92.8709354954976523747,0.013486532954866102642,0.05,pass
dot,normal_0_1,e11m4,16,262144,1,total_x4,8192,92.8709354954976523747,0.013486532954866102642,0.05,pass
dot,normal_0_1,e11m4,16,4194304,1,storage,8192,1466.84325074767617281,0.0177492402894460699451,0.05,pass
dot,normal_0_1,e11m4,16,4194304,1,kernel_x1,8192,1.38321829349846788755e-28,0.272999425102171620438,0.05,review
dot,normal_0_1,e11m4,16,4194304,1,kernel_x2,8192,1.87231205473549520691e-28,0.263750002405549060716,0.05,review
dot,normal_0_1,e11m4,16,4194304,1,kernel_x4,8192,2.07741589009295827631e-28,0.236255582499986779328,0.05,review
dot,normal_0_1,e11m4,16,4194304,1,total_x1,8192,1466.84325074767616615,0.0177492402894460717239,0.05,pass
dot,normal_0_1,e11m4,16,4194304,1,total_x2,8192,1466.84325074767616792,0.0177492402894460714139,0.05,pass
dot,normal_0_1,e11m4,16,4194304,1,total_x4,8192,1466.84325074767616581,0.0177492402894460721271,0.05,pass
dot,uniform_0_1,e1m30,32,1024,1,storage,8192,1.97468622030981944794e-16,0.0153565668456852612304,0.05,pass
dot,uniform_0_1,e1m30,32,1024,1,kernel_x1,8192,4.63736010454704758575e-28,0.0145500360607109373323,0.05,pass
dot,uniform_0_1,e1m30,32,1024,1,kernel_x2,8192,5.10740449270414075528e-28,0.0142066689293926218306,0.05,pass
dot,uniform_0_1,e1m30,32,1024,1,kernel_x4,8192,5.49658967511110802114e-28,0.0135814228948669467293,0.05,pass
dot,uniform_0_1,e1m30,32,1024,1,total_x1,8192,1.97468632028448949085e-16,0.0153565745197904324678,0.05,pass
dot,uniform_0_1,e1m30,32,1024,1,total_x2,8192,1.97468637915979121258e-16,0.0153565662440490527916,0.05,pass
dot,uniform_0_1,e1m30,32,1024,1,total_x4,8192,1.97468630459082462825e-16,0.0153565623749791856632,0.05,pass
dot,uniform_0_1,e1m30,32,16384,1,storage,8192,3.1817413500807698617e-15,0.0177886959475481935168,0.05,pass
dot,uniform_0_1,e1m30,32,16384,1,kernel_x1,8192,1.05468185663074563056e-25,0.0130835468541060687437,0.05,pass
dot,uniform_0_1,e1m30,32,16384,1,kernel_x2,8192,1.07377031838483106372e-25,0.0139182710550909708388,0.05,pass
dot,uniform_0_1,e1m30,32,16384,1,kernel_x4,8192,1.09137769378936404722e-25,0.0167641489951004812677,0.05,pass
dot,uniform_0_1,e1m30,32,16384,1,total_x1,8192,3.18174113900083171227e-15,0.0177887176608873678933,0.05,pass
dot,uniform_0_1,e1m30,32,16384,1,total_x2,8192,3.18174094045285098936e-15,0.0177887235184022036379,0.05,pass
dot,uniform_0_1,e1m30,32,16384,1,total_x4,8192,3.18174105063503156704e-15,0.0177887067070013715658,0.05,pass
dot,uniform_0_1,e1m30,32,262144,1,storage,8192,5.05059237061733718102e-14,0.0135007190888073708759,0.05,pass
dot,uniform_0_1,e1m30,32,262144,1,kernel_x1,8192,3.62287420610002163707e-23,0.0152624425483438126072,0.05,pass
dot,uniform_0_1,e1m30,32,262144,1,kernel_x2,8192,3.63134972766571618791e-23,0.0133637741533737183294,0.05,pass
dot,uniform_0_1,e1m30,32,262144,1,kernel_x4,8192,3.5848946555903370679e-23,0.0157036331484839408113,0.05,pass
dot,uniform_0_1,e1m30,32,262144,1,total_x1,8192,5.05059204588145721368e-14,0.0135007727607696755526,0.05,pass
dot,uniform_0_1,e1m30,32,262144,1,total_x2,8192,5.05059537953246675776e-14,0.0135007242762610829542,0.05,pass
dot,uniform_0_1,e1m30,32,262144,1,total_x4,8192,5.05059414073341683243e-14,0.0135006718830461594902,0.05,pass
dot,uniform_0_1,e1m30,32,4194304,1,storage,8192,8.12149480381747794437e-13,0.0147831261068554369868,0.05,pass
dot,uniform_0_1,e1m30,32,4194304,1,kernel_x1,8192,9.3109856204658912515e-21,0.0128651548093790248972,0.05,pass
dot,uniform_0_1,e1m30,32,4194304,1,kernel_x2,8192,9.1477676990901203005e-21,0.0132478192523180983909,0.05,pass
dot,uniform_0_1,e1m30,32,4194304,1,kernel_x4,8192,9.49853428407808524309e-21,0.0161263208026069027879,0.05,pass
dot,uniform_0_1,e1m30,32,4194304,1,total_x1,8192,8.12147129773609285275e-13,0.0147831664188395146839,0.05,pass
dot,uniform_0_1,e1m30,32,4194304,1,total_x2,8192,8.12148137950526093349e-13,0.014782908400961170184,0.05,pass
dot,uniform_0_1,e1m30,32,4194304,1,total_x4,8192,8.12147957244520228043e-13,0.0147827125109966458684,0.05,pass
dot,normal_0_1,e1m30,32,1024,1,storage,8192,0.0120763952271007886304,0.102725317481194411632,0.05,review
dot,normal_0_1,e1m30,32,1024,1,kernel_x1,8192,3.15777896434362952743e-29,0.0194120658444591053207,0.05,pass
dot,normal_0_1,e1m30,32,1024,1,kernel_x2,8192,3.13109264708843698539e-29,0.0160196486808236797696,0.05,pass
dot,normal_0_1,e1m30,32,1024,1,kernel_x4,8192,3.23369261521464821257e-29,0.0202055055591558261564,0.05,pass
dot,normal_0_1,e1m30,32,1024,1,total_x1,8192,0.0120763952271008118578,0.102725317481194266925,0.05,review
dot,normal_0_1,e1m30,32,1024,1,total_x2,8192,0.0120763952271008165351,0.10272531748119429136,0.05,review
dot,normal_0_1,e1m30,32,1024,1,total_x4,8192,0.012076395227100811098,0.102725317481193994837,0.05,review
dot,normal_0_1,e1m30,32,16384,1,storage,8192,0.188054599993843131592,0.0264625721691536986652,0.05,pass
dot,normal_0_1,e1m30,32,16384,1,kernel_x1,8192,6.75025130396687654433e-28,0.0135409924993630946079,0.05,pass
dot,normal_0_1,e1m30,32,16384,1,kernel_x2,8192,6.85244171857651551865e-28,0.0137062015179142188262,0.05,pass
dot,normal_0_1,e1m30,32,16384,1,kernel_x4,8192,6.66433636660312955076e-28,0.0186905288333305132303,0.05,pass
dot,normal_0_1,e1m30,32,16384,1,total_x1,8192,0.188054599993843493539,0.0264625721691540216067,0.05,pass
dot,normal_0_1,e1m30,32,16384,1,total_x2,8192,0.1880545999938431119,0.0264625721691539403322,0.05,pass
dot,normal_0_1,e1m30,32,16384,1,total_x4,8192,0.188054599993843083277,0.0264625721691536277211,0.05,pass
dot,normal_0_1,e1m30,32,262144,1,storage,8192,3.19722089308766395724,0.014290780184658938215,0.05,pass
dot,normal_0_1,e1m30,32,262144,1,kernel_x1,8192,1.44660424864733221589e-26,0.0148889053256889067896,0.05,pass
dot,normal_0_1,e1m30,32,262144,1,kernel_x2,8192,1.4868330907794329194e-26,0.0173968462570579806854,0.05,pass
dot,normal_0_1,e1m30,32,262144,1,kernel_x4,8192,1.45812546731603533224e-26,0.0160708117442759845775,0.05,pass
dot,normal_0_1,e1m30,32,262144,1,total_x1,8192,3.19722089308765133387,0.0142907801846587643632,0.05,pass
dot,normal_0_1,e1m30,32,262144,1,total_x2,8192,3.19722089308766233115,0.0142907801846586894262,0.05,pass
dot,normal_0_1,e1m30,32,262144,1,total_x4,8192,3.19722089308766520429,0.0142907801846583073932,0.05,pass
dot,normal_0_1,e1m30,32,4194304,1,storage,8192,51.4360029290291487364,0.0142835115641290201215,0.05,pass
dot,normal_0_1,e1m30,32,4194304,1,kernel_x1,8192,2.81953558773937826724e-25,0.0150735439858542892884,0.05,pass
dot,normal_0_1,e1m30,32,4194304,1,kernel_x2,8192,2.87677453660388231381e-25,0.0156671830575395466433,0.05,pass
dot,normal_0_1,e1m30,32,4194304,1,kernel_x4,8192,2.85449795939222438379e-25,0.0170459896890271208354,0.05,pass
dot,normal_0_1,e1m30,32,4194304,1,total_x1,8192,51.4360029290291984987,0.0142835115641290659054,0.05,pass
dot,normal_0_1,e1m30,32,4194304,1,total_x2,8192,51.4360029290292462452,0.0142835115641288049057,0.05,pass
dot,normal_0_1,e1m30,32,4194304,1,total_x4,8192,51.4360029290289432029,0.014283511564128853129,0.05,pass
dot,uniform_0_1,e2m29,32,1024,1,storage,8192,1.97468622030981944794e-16,0.0153565668456852612304,0.05,pass
dot,uniform_0_1,e2m29,32,1024,1,kernel_x1,8192,4.63736010454704758575e-28,0.0145500360607109373323,0.05,pass
dot,uniform_0_1,e2m29,32,1024,1,kernel_x2,8192,5.10740449270414075528e-28,0.0142066689293926218306,0.05,pass
dot,uniform_0_1,e2m29,32,1024,1,kernel_x4,8192,5.49658967511110802114e-28,0.0135814228948669467293,0.05,pass
dot,uniform_0_1,e2m29,32,1024,1,total_x1,8192,1.97468632028448949085e-16,0.0153565745197904324678,0.05,pass
dot,uniform_0_1,e2m29,32,1024,1,total_x2,8192,1.97468637915979121258e-16,0.0153565662440490527916,0.05,pass
dot,uniform_0_1,e2m29,32,1024,1,total_x4,8192,1.97468630459082462825e-16,0.0153565623749791856632,0.05,pass
dot,uniform_0_1,e2m29,32,16384,1,storage,8192,3.1817413500807698617e-15,0.0177886959475481935168,0.05,pass
dot,uniform_0_1,e2m29,32,16384,1,kernel_x1,8192,1.05468185663074563056e-25,0.0130835468541060687437,0.05,pass
dot,uniform_0_1,e2m29,32,16384,1,kernel_x2,8192,1.07377031838483106372e-25,0.0139182710550909708388,0.05,pass
dot,uniform_0_1,e2m29,32,16384,1,kernel_x4,8192,1.09137769378936404722e-25,0.0167641489951004812677,0.05,pass
dot,uniform_0_1,e2m29,32,16384,1,total_x1,8192,3.18174113900083171227e-15,0.0177887176608873678933,0.05,pass
dot,uniform_0_1,e2m29,32,16384,1,total_x2,8192,3.18174094045285098936e-15,0.0177887235184022036379,0.05,pass
dot,uniform_0_1,e2m29,32,16384,1,total_x4,8192,3.18174105063503156704e-15,0.0177887067070013715658,0.05,pass
dot,uniform_0_1,e2m29,32,262144,1,storage,8192,5.05059237061733718102e-14,0.0135007190888073708759,0.05,pass
dot,uniform_0_1,e2m29,32,262144,1,kernel_x1,8192,3.62287420610002163707e-23,0.0152624425483438126072,0.05,pass
dot,uniform_0_1,e2m29,32,262144,1,kernel_x2,8192,3.63134972766571618791e-23,0.0133637741533737183294,0.05,pass
dot,uniform_0_1,e2m29,32,262144,1,kernel_x4,8192,3.5848946555903370679e-23,0.0157036331484839408113,0.05,pass
dot,uniform_0_1,e2m29,32,262144,1,total_x1,8192,5.05059204588145721368e-14,0.0135007727607696755526,0.05,pass
dot,uniform_0_1,e2m29,32,262144,1,total_x2,8192,5.05059537953246675776e-14,0.0135007242762610829542,0.05,pass
dot,uniform_0_1,e2m29,32,262144,1,total_x4,8192,5.05059414073341683243e-14,0.0135006718830461594902,0.05,pass
dot,uniform_0_1,e2m29,32,4194304,1,storage,8192,8.12149480381747794437e-13,0.0147831261068554369868,0.05,pass
dot,uniform_0_1,e2m29,32,4194304,1,kernel_x1,8192,9.3109856204658912515e-21,0.0128651548093790248972,0.05,pass
dot,uniform_0_1,e2m29,32,4194304,1,kernel_x2,8192,9.1477676990901203005e-21,0.0132478192523180983909,0.05,pass
dot,uniform_0_1,e2m29,32,4194304,1,kernel_x4,8192,9.49853428407808524309e-21,0.0161263208026069027879,0.05,pass
dot,uniform_0_1,e2m29,32,4194304,1,total_x1,8192,8.12147129773609285275e-13,0.0147831664188395146839,0.05,pass
dot,uniform_0_1,e2m29,32,4194304,1,total_x2,8192,8.12148137950526093349e-13,0.014782908400961170184,0.05,pass
dot,uniform_0_1,e2m29,32,4194304,1,total_x4,8192,8.12147957244520228043e-13,0.0147827125109966458684,0.05,pass
dot,normal_0_1,e2m29,32,1024,1,storage,7234,6.68633578970722256825e-16,0.0139614114358482238627,0.05,pass
dot,normal_0_1,e2m29,32,1024,1,kernel_x1,7234,3.21036564601729375937e-29,0.0174163011260766794451,0.05,pass
dot,normal_0_1,e2m29,32,1024,1,kernel_x2,7234,3.2430006860024399204e-29,0.0163085717241321403403,0.05,pass
dot,normal_0_1,e2m29,32,1024,1,kernel_x4,7234,3.27699602782544202833e-29,0.0191152033700089870663,0.05,pass
dot,normal_0_1,e2m29,32,1024,1,total_x1,7234,6.68633576085925920763e-16,0.0139614102647666694367,0.05,pass
dot,normal_0_1,e2m29,32,1024,1,total_x2,7234,6.68633580591931817227e-16,0.0139614116538434721185,0.05,pass
dot,normal_0_1,e2m29,32,1024,1,total_x4,7234,6.68633575540752262818e-16,0.0139614117662695662198,0.05,pass
dot,normal_0_1,e2m29,32,16384,1,storage,1037,1.09236008853291250821e-14,0.0405971884020924746434,0.05,pass
dot,normal_0_1,e2m29,32,16384,1,kernel_x1,1037,7.1417784974717885488e-28,0.0477319539800178817703,0.05,pass
dot,normal_0_1,e2m29,32,16384,1,kernel_x2,1037,7.27963077581512842419e-28,0.0309771575496710740653,0.05,pass
dot,normal_0_1,e2m29,32,16384,1,kernel_x4,1037,7.24957459052695918721e-28,0.052557396415754114542,0.05,review
dot,normal_0_1,e2m29,32,16384,1,total_x1,1037,1.09236010566217474609e-14,0.040597188926627519105,0.05,pass
dot,normal_0_1,e2m29,32,16384,1,total_x2,1037,1.09236007242598816606e-14,0.0405971915905902738981,0.05,pass
dot,normal_0_1,e2m29,32,16384,1,total_x4,1037,1.09236009093733606097e-14,0.0405971849392668478583,0.05,pass
dot,normal_0_1,e2m29,32,262144,1,storage,0,nan,nan,0.05,nonfinite_case
dot,normal_0_1,e2m29,32,262144,1,kernel_x1,0,nan,nan,0.05,nonfinite_case
dot,normal_0_1,e2m29,32,262144,1,kernel_x2,0,nan,nan,0.05,nonfinite_case
dot,normal_0_1,e2m29,32,262144,1,kernel_x4,0,nan,nan,0.05,nonfinite_case
dot,normal_0_1,e2m29,32,262144,1,total_x1,0,nan,nan,0.05,nonfinite_case
dot,normal_0_1,e2m29,32,262144,1,total_x2,0,nan,nan,0.05,nonfinite_case
dot,normal_0_1,e2m29,32,262144,1,total_x4,0,nan,nan,0.05,nonfinite_case
dot,normal_0_1,e2m29,32,4194304,1,storage,0,nan,nan,0.05,nonfinite_case
dot,normal_0_1,e2m29,32,4194304,1,kernel_x1,0,nan,nan,0.05,nonfinite_case
dot,normal_0_1,e2m29,32,4194304,1,kernel_x2,0,nan,nan,0.05,nonfinite_case
dot,normal_0_1,e2m29,32,4194304,1,kernel_x4,0,nan,nan,0.05,nonfinite_case
dot,normal_0_1,e2m29,32,4194304,1,total_x1,0,nan,nan,0.05,nonfinite_case
dot,normal_0_1,e2m29,32,4194304,1,total_x2,0,nan,nan,0.05,nonfinite_case
dot,normal_0_1,e2m29,32,4194304,1,total_x4,0,nan,nan,0.05,nonfinite_case
dot,uniform_0_1,e3m28,32,1024,1,storage,8192,1.24765317240923283766e-16,0.0123897983829350312964,0.05,pass
dot,uniform_0_1,e3m28,32,1024,1,kernel_x1,8192,4.5035520017881436129e-28,0.0179811281059594991234,0.05,pass
dot,uniform_0_1,e3m28,32,1024,1,kernel_x2,8192,5.06802377215357076269e-28,0.0139146844958472435829,0.05,pass
dot,uniform_0_1,e3m28,32,1024,1,kernel_x4,8192,5.4480578984297820774e-28,0.0122603010563044288327,0.05,pass
dot,uniform_0_1,e3m28,32,1024,1,total_x1,8192,1.24765319486644246498e-16,0.0123897928128073352012,0.05,pass
dot,uniform_0_1,e3m28,32,1024,1,total_x2,8192,1.24765315840603654389e-16,0.0123898014457280422316,0.05,pass
dot,uniform_0_1,e3m28,32,1024,1,total_x4,8192,1.24765314952488145369e-16,0.0123897976570550058179,0.05,pass
dot,uniform_0_1,e3m28,32,16384,1,storage,8192,1.97948944574947120618e-15,0.0196422307120081784934,0.05,pass
dot,uniform_0_1,e3m28,32,16384,1,kernel_x1,8192,1.06319174787278229207e-25,0.0150432969143330814451,0.05,pass
dot,uniform_0_1,e3m28,32,16384,1,kernel_x2,8192,1.08186433201839652307e-25,0.0145813162620123385772,0.05,pass
dot,uniform_0_1,e3m28,32,16384,1,kernel_x4,8192,1.10490498690763922537e-25,0.0166563323861365516423,0.05,pass
dot,uniform_0_1,e3m28,32,16384,1,total_x1,8192,1.97948994344458379249e-15,0.0196422224673818775874,0.05,pass
dot,uniform_0_1,e3m28,32,16384,1,total_x2,8192,1.97949016597219558509e-15,0.0196421920367357713456,0.05,pass
dot,uniform_0_1,e3m28,32,16384,1,total_x4,8192,1.97948962672035853853e-15,0.0196422156343479007175,0.05,pass
dot,uniform_0_1,e3m28,32,262144,1,storage,8192,3.13425715368935830612e-14,0.0193444166582806221013,0.05,pass
dot,uniform_0_1,e3m28,32,262144,1,kernel_x1,8192,3.5859282106712987401e-23,0.0158919189760897398894,0.05,pass
dot,uniform_0_1,e3m28,32,262144,1,kernel_x2,8192,3.55844871435446792647e-23,0.0173548634573556642968,0.05,pass
dot,uniform_0_1,e3m28,32,262144,1,kernel_x4,8192,3.63237697185943609201e-23,0.0163078109475817551882,0.05,pass
dot,uniform_0_1,e3m28,32,262144,1,total_x1,8192,3.13425520581948473537e-14,0.0193443807549153401789,0.05,pass
dot,uniform_0_1,e3m28,32,262144,1,total_x2,8192,3.1342566735820095707e-14,0.0193442909549014767174,0.05,pass
dot,uniform_0_1,e3m28,32,262144,1,total_x4,8192,3.13425617531651852271e-14,0.0193443590728091330546,0.05,pass
dot,uniform_0_1,e3m28,32,4194304,1,storage,8192,5.13362608783282486946e-13,0.0169663296611879844543,0.05,pass
dot,uniform_0_1,e3m28,32,4194304,1,kernel_x1,8192,9.07511778121573192194e-21,0.0121187578666114915359,0.05,pass
dot,uniform_0_1,e3m28,32,4194304,1,kernel_x2,8192,9.05367893994897669294e-21,0.0155523046994571580241,0.05,pass
dot,uniform_0_1,e3m28,32,4194304,1,kernel_x4,8192,9.85671783396024676518e-21,0.0178423348190074290154,0.05,pass
dot,uniform_0_1,e3m28,32,4194304,1,total_x1,8192,5.13361517231584962111e-13,0.016966357817347639059,0.05,pass
dot,uniform_0_1,e3m28,32,4194304,1,total_x2,8192,5.13363879440802856122e-13,0.0169659218047410703815,0.05,pass
dot,uniform_0_1,e3m28,32,4194304,1,total_x4,8192,5.13363459183205969342e-13,0.0169662014082613968542,0.05,pass
dot,normal_0_1,e3m28,32,1024,1,storage,8192,1.27120215105732808607e-15,0.0164797811119515149856,0.05,pass
dot,normal_0_1,e3m28,32,1024,1,kernel_x1,8192,3.17797080985871435206e-29,0.0186337324673689744612,0.05,pass
dot,normal_0_1,e3m28,32,1024,1,kernel_x2,8192,3.15850999776926923043e-29,0.0171384938345300604619,0.05,pass
dot,normal_0_1,e3m28,32,1024,1,kernel_x4,8192,3.2426088485529449663e-29,0.0153287193097315115088,0.05,pass
dot,normal_0_1,e3m28,32,1024,1,total_x1,8192,1.27120214830690199294e-15,0.0164797810951845511968,0.05,pass
dot,normal_0_1,e3m28,32,1024,1,total_x2,8192,1.27120214531664033562e-15,0.0164797811165508277816,0.05,pass
dot,normal_0_1,e3m28,32,1024,1,total_x4,8192,1.27120214703345007866e-15,0.01647978154113106635,0.05,pass
dot,normal_0_1,e3m28,32,16384,1,storage,8192,2.10439039409826737931e-14,0.0144272187245589895895,0.05,pass
dot,normal_0_1,e3m28,32,16384,1,kernel_x1,8192,6.72327034774950470544e-28,0.0197284013323274213074,0.05,pass
dot,normal_0_1,e3m28,32,16384,1,kernel_x2,8192,6.82510711911547845753e-28,0.0192028189887560121373,0.05,pass
dot,normal_0_1,e3m28,32,16384,1,kernel_x4,8192,6.87596857983883467315e-28,0.0194600256145217697541,0.05,pass
dot,normal_0_1,e3m28,32,16384,1,total_x1,8192,2.1043903847275304448e-14,0.0144272184092509142164,0.05,pass
dot,normal_0_1,e3m28,32,16384,1,total_x2,8192,2.10439039131958577456e-14,0.0144272190777428189187,0.05,pass
dot,normal_0_1,e3m28,32,16384,1,total_x4,8192,2.10439039436418490306e-14,0.0144272191116466792669,0.05,pass
dot,normal_0_1,e3m28,32,262144,1,storage,8192,3.36052582087290180088e-13,0.013980283552913046104,0.05,pass
dot,normal_0_1,e3m28,32,262144,1,kernel_x1,8192,1.45480786715817020382e-26,0.0155298415641848953607,0.05,pass
dot,normal_0_1,e3m28,32,262144,1,kernel_x2,8192,1.3867746910689172234e-26,0.0132394079889562919107,0.05,pass
dot,normal_0_1,e3m28,32,262144,1,kernel_x4,8192,1.41399142906625164633e-26,0.0165160371201732464442,0.05,pass
dot,normal_0_1,e3m28,32,262144,1,total_x1,8192,3.3605258616446917955e-13,0.0139802818450851861063,0.05,pass
dot,normal_0_1,e3m28,32,262144,1,total_x2,8192,3.3605258403317866426e-13,0.0139802826763575746014,0.05,pass
dot,normal_0_1,e3m28,32,262144,1,total_x4,8192,3.36052583412326293359e-13,0.0139802834727980946329,0.05,pass
dot,normal_0_1,e3m28,32,4194304,1,storage,8192,5.28411077814195554963e-12,0.0138050288581128040644,0.05,pass
dot,normal_0_1,e3m28,32,4194304,1,kernel_x1,8192,2.90409642728428024392e-25,0.0158601040793369794781,0.05,pass
