gpu,compute_capability,distribution,format,storage_bits,strategy,decode_kind,table_location,lanes,lookup_entry_bytes,shared_table_bytes,pipelined,component,n,m,blocks,threads,warmup,main_array_unique_bytes,main_array_requested_bytes,useful_flops,sample_count,median_time_ms,p05_time_ms,p95_time_ms,min_time_ms,max_time_ms,cv_percent,median_main_array_unique_gb_per_s,median_main_array_requested_gb_per_s,median_useful_gflop_per_s,speedup_vs_fp64,rank_within_format
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_fp32_global_x1,lut_fp32,global,1,4,0,0,dot,1048576,1,2112,256,10,2130952,2130952,2097152,15,0.009575768618914971,0.009556948626813807,0.009592970342583995,0.00955628418159336,0.009597377047512701,0.13127360546656439,222.53586994476248,222.53586994476248,219.00612717996393,0.9724265198584132,32
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_fp32_global_x2,lut_fp32,global,2,4,0,0,dot,1048576,1,2048,256,10,2129928,2129928,2097152,15,0.009378784849443508,0.009373149507828341,0.009387952280408554,0.009372653669983376,0.009388140321687888,0.05511575421292351,227.10063555049774,227.10063555049774,223.60593975289186,0.9928505134237516,30
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_fp32_global_x4,lut_fp32,global,4,4,0,0,dot,1048576,1,1024,256,10,2113544,2113544,2097152,15,0.00747622013092041,0.0074439018368721,0.007519970059394836,0.007428039908409119,0.007521719932556153,0.34315318897763947,282.70221622537997,282.70221622537997,280.5096644127059,1.2455132660619648,14
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_fp32_global_x8,lut_fp32,global,8,4,0,0,dot,1048576,1,512,256,10,2105352,2105352,2097152,15,0.006481318272036274,0.0064633122531236676,0.006492493465907855,0.006459420932693312,0.006495412049155458,0.14894650043875218,324.8339167486292,324.8339167486292,323.56874203326623,1.4367033005054646,6
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_fp32_shared_x4,lut_fp32,shared,4,4,1024,0,dot,1048576,1,1024,256,10,2113544,2113544,2097152,15,0.007164156861382935,0.007153380859596009,0.007169442645886179,0.00715108283255283,0.007171457045468208,0.07702117231993447,295.0164326234492,295.0164326234492,292.7283755195689,1.299766536834789,10
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_fp64_global_x1,lut_fp64,global,1,8,0,0,dot,1048576,1,2112,256,10,2130952,2130952,2097152,15,0.01026738448838473,0.010265262198006308,0.010271711449388723,0.010265063701571235,0.010272180524975133,0.024008291785386635,207.5457486189107,207.5457486189107,204.25377099420626,0.9069234101045939,39
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_fp64_global_x2,lut_fp64,global,2,8,0,0,dot,1048576,1,2048,256,10,2129928,2129928,2097152,15,0.010248946216156648,0.010232702762226618,0.010267695190454418,0.01022638571320322,0.010271507491941776,0.14402064891351413,207.81921917419547,207.81921917419547,204.621231858355,0.9085550023066455,38
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_fp64_global_x4,lut_fp64,global,4,8,0,0,dot,1048576,1,1024,256,10,2113544,2113544,2097152,15,0.008430766008445383,0.008402891329825746,0.008442115718011359,0.008383978168498058,0.008442424217203103,0.1873025979719217,250.69418340905108,250.69418340905108,248.7498760965744,1.1044941045372407,24
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_fp64_global_x8,lut_fp64,global,8,8,0,0,dot,1048576,1,512,256,10,2105352,2105352,2097152,15,0.007315498204176387,0.0072621470866674085,0.007353282191405363,0.0072606275617390385,0.007391651206706814,0.46724593577827944,287.79338621094365,287.79338621094365,286.672478273967,1.2728772659317806,12
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_fp64_shared_x4,lut_fp64,shared,4,8,2048,0,dot,1048576,1,1024,256,10,2113544,2113544,2097152,15,0.00805104808266727,0.008028002545954604,0.008069756632976493,0.00801478708426891,0.008073640168302532,0.19048233426213923,262.51787075401415,262.51787075401415,260.4818625434447,1.1565862304446655,20
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_high_word_global_x4,lut_high_word,global,4,4,0,0,dot,1048576,1,1024,256,10,2113544,2113544,2097152,15,0.007521096466512692,0.007512990993560455,0.007523907120983633,0.007512264181671703,0.007524249895112167,0.05631885037102532,281.0154090444724,281.0154090444724,278.8359395917158,1.2380816273958073,15
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_high_word_global_x8,lut_high_word,global,8,4,0,0,dot,1048576,1,512,256,10,2105352,2105352,2097152,15,0.00635222967158365,0.006323829250441072,0.006414180618623344,0.006323111518311895,0.006414762254577974,0.49554791439495705,331.4351194539102,331.4351194539102,330.1442341389975,1.4658996658632177,4
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_high_word_shared_x4,lut_high_word,shared,4,4,1024,0,dot,1048576,1,1024,256,10,2113544,2113544,2097152,15,0.007666862701237318,0.007658651174472071,0.007680631040673638,0.00765838883647534,0.0076819570636935414,0.11364858048398549,275.67260330081365,275.67260330081365,273.534571013193,1.2145425992248582,18
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_high_word_shared_x8,lut_high_word,shared,8,4,1024,0,dot,1048576,1,512,256,10,2105352,2105352,2097152,15,0.0062751402181451185,0.006267077477899249,0.0062827564137805545,0.006266518201736043,0.006286339264868067,0.08591280730317866,335.50676587467956,335.50676587467956,334.2000221661822,1.4839080927841584,3
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_high_word_swizzled_shared_x4,lut_high_word_swizzled,shared,4,4,4112,0,dot,1048576,1,1024,256,10,2113544,2113544,2097152,15,0.007804835238236456,0.007783476594367738,0.007816051118313374,0.007782849849782831,0.007818076854102705,0.1653500545255252,270.7993103615556,270.7993103615556,268.6990738415463,1.1930721237319706,19
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_high_word_swizzled_shared_x8,lut_high_word_swizzled,shared,8,4,4112,0,dot,1048576,1,512,256,10,2105352,2105352,2097152,15,0.006380428925403574,0.006346052549161964,0.0064218713433703,0.0063354344657771495,0.006425299565436432,0.3795258211013915,329.97029268950484,329.97029268950484,328.6851126340776,1.4594209044452142,5
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_prefix_global_pipelined_x4,lut_prefix,global,4,2,0,1,dot,1048576,1,1024,256,10,2113544,2113544,2097152,15,0.007034516605950888,0.007010935365689452,0.007056592537872516,0.007007942291131771,0.007058310465872681,0.2054467523687083,300.4533386433456,300.4533386433456,298.1231145614047,1.3237201466243722,9
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_prefix_global_x1,lut_prefix,global,1,2,0,0,dot,1048576,1,2112,256,10,2130952,2130952,2097152,15,0.009437881103933675,0.00941357910179475,0.00944603719667757,0.009413528297226904,0.00945188429439086,0.12175726519249021,225.7871207035896,225.7871207035896,222.20580837004977,0.9866336787374651,31
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_prefix_global_x2,lut_prefix,global,2,2,0,0,dot,1048576,1,2048,256,10,2129928,2129928,2097152,15,0.00918769979620123,0.009184470620599237,0.009197530087765988,0.009184167907760665,0.009199279206651109,0.04973448059844045,231.82385659582016,231.82385659582016,228.25647839158762,1.013499739827257,28
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_prefix_global_x4,lut_prefix,global,4,2,0,0,dot,1048576,1,1024,256,10,2113544,2113544,2097152,15,0.007018966971935092,0.006973191004730829,0.007034418724338904,0.006972318641292327,0.0070366062326585556,0.3367997586521022,301.1189550329665,301.1189550329665,298.7835686341499,1.326652681269662,8
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_prefix_global_x8,lut_prefix,global,8,2,0,0,dot,1048576,1,512,256,10,2105352,2105352,2097152,15,0.0060578475952148434,0.006035633595784505,0.006085447794596354,0.0060283223470052084,0.006097561645507813,0.3000091229841631,347.54126228976764,347.54126228976764,346.18764619574813,1.537135295449876,1
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_prefix_shared_x4,lut_prefix,shared,4,2,512,0,dot,1048576,1,1024,256,10,2113544,2113544,2097152,15,0.0069892689524074314,0.006985488391387271,0.006994149196239456,0.006984562544307269,0.006999891183112968,0.05062536714665957,302.3984360012353,302.3984360012353,300.05312633986455,1.3322897453893934,7
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_prefix_shared_x8,lut_prefix,shared,8,2,512,0,dot,1048576,1,512,256,10,2105352,2105352,2097152,15,0.006096067099735655,0.00608289224351586,0.006099129669843173,0.006075870529860414,0.006099176755644062,0.10329885770088058,345.3623402687439,345.3623402687439,344.0172107178642,1.5274981722994283,2
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_subnormal_global_x4,lut_subnormal,global,4,4,0,0,dot,1048576,1,1024,256,10,2113544,2113544,2097152,15,0.008102729080334315,0.008090348530653926,0.008186182095603092,0.008084078589510966,0.00819522388244175,0.3893046280226853,260.8434737290755,260.8434737290755,258.8204516290544,1.1492092677343584,21
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_subnormal_global_x8,lut_subnormal,global,8,4,0,0,dot,1048576,1,512,256,10,2105352,2105352,2097152,15,0.007231922803409689,0.007229567749702421,0.0072378613328044844,0.007229190810358961,0.007240043085021422,0.04221430596440372,291.11925793889475,291.11925793889475,289.9853962781848,1.2875872165934374,11
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_subnormal_shared_x4,lut_subnormal,shared,4,4,64,0,dot,1048576,1,1024,256,10,2113544,2113544,2097152,15,0.008446391292183195,0.008437827204869798,0.008476052862225157,0.008436407924683626,0.008488286625255238,0.16307306948464503,250.23041520181553,250.23041520181553,248.2897047335271,1.1024508610770298,25
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,lut_subnormal_shared_x8,lut_subnormal,shared,8,4,64,0,dot,1048576,1,512,256,10,2105352,2105352,2097152,15,0.007586116328611043,0.007571801533477324,0.007599161556521192,0.00757037851649636,0.007602168909458843,0.1091946025297823,277.5269859835478,277.5269859835478,276.44606398805007,1.2274701506937995,17
NVIDIA H200 NVL,sm_90,normal_0_1,fp64,64,raw_pointer_x1,none,none,1,0,0,0,dot,1048576,1,2112,256,10,16811016,16811016,2097152,15,0.00931173135306089,0.0093059247140666,0.009327535847671159,0.009305086936659485,0.009332836675279923,0.08505657276990418,1805.3587848057919,1805.3587848057919,225.216119375119,1.0,1
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,branchless_fp32_x1,branchless_fp32,none,1,0,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.052841979542940745,0.05266532521948593,0.05294952700215001,0.05261362068969289,0.05296309618112434,0.18999441436609146,635.6353847929814,635.6353847929814,634.9957418369008,1.3822703532656082,33
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,branchless_fp32_x2,branchless_fp32,none,2,0,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.04706988633662561,0.04692314166833858,0.0471380608310007,0.046899115685189126,0.047149519715765524,0.15723868659309703,713.5821777811394,713.5821777811394,712.8640965910071,1.5517756131320848,31
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,branchless_fp32_x4,branchless_fp32,none,4,0,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.04497897995184667,0.04491791310517684,0.0451131023975633,0.04491617368615192,0.04511741673724252,0.1563299706087554,746.7539734328944,746.7539734328944,746.0025113046694,1.6239119208188248,29
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,branchless_fp32_x8,branchless_fp32,none,8,0,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.04342847319721813,0.04332387483591004,0.04347735089009294,0.04331515987593352,0.04349062725403389,0.12392703927755626,773.4149862342279,773.4149862342279,772.6366950001219,1.681889699377079,27
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,decomposed_bits_x4,decomposed_bits,none,4,8,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.06136538000667796,0.06125586573817149,0.061483523424933934,0.061252569951930964,0.06149754804723403,0.15022464295664806,547.3482278826405,547.3482278826405,546.7974287187419,1.1902786509612766,35
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,direct_fp64_bits_x4,direct_fp64_bits,none,4,0,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.07534971879553919,0.07520797512074208,0.07550701823259265,0.07518093326548839,0.07554636347479153,0.15260052951891026,445.7645302053665,445.7645302053665,445.3159552068092,0.9693719219878354,38
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,direct_fp64_words_branchy_x4,direct_fp64_words_branchy,none,4,0,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.05522834937382107,0.05506353196988994,0.05531810898291294,0.05498585501551175,0.05535464776332841,0.16873707152426398,608.1701224248654,608.1701224248654,607.5581178948872,1.322543631273136,34
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,direct_fp64_words_branchy_x8,direct_fp64_words_branchy,none,8,0,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.052789100702258125,0.05270009144492771,0.05284481255904488,0.05269773801167806,0.052861448647319405,0.10107318535034512,636.2721007399774,636.2721007399774,635.6318170535658,1.3836549734394372,32
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,direct_fp64_words_masked_x4,direct_fp64_words_masked,none,4,0,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.07522858944036029,0.07518895483259017,0.07538173598081327,0.07518668102128857,0.07538582951889425,0.08912428391362544,446.4822782119033,446.4822782119033,446.0329809400624,0.9709327567278248,37
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,direct_fp64_words_masked_x8,direct_fp64_words_masked,none,8,0,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.0744791858050288,0.07444692290559107,0.0745252901194047,0.07444212388019172,0.07452620292196468,0.03756577858613116,450.9747473331286,450.9747473331286,450.52092926792466,0.9807022047915969,36
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,generic_fp64_x1,generic_fp64,none,1,0,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.09119359970092773,0.0909939613342285,0.09134690157572428,0.09091840108235677,0.09141290664672852,0.13519059675438366,368.3178656194476,368.3178656194476,367.94722557331664,0.800954255228634,42
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,generic_fp64_x2,generic_fp64,none,2,0,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.08368823402806332,0.0835363192865026,0.0838539809511419,0.08352636036119963,0.08391017802277503,0.1342876076811676,401.34951334660497,401.34951334660497,400.94563339391453,0.872785793347981,41
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,generic_fp64_x4,generic_fp64,none,4,0,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.08014837723204543,0.07998076550787388,0.08024225181707456,0.07994547369759843,0.08025689364811561,0.11950746033621874,419.0756339676774,419.0756339676774,418.6539161342377,0.9113335073348269,40
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,generic_fp64_x8,generic_fp64,none,8,0,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.07953798964216903,0.07943513715589369,0.07964234274786872,0.07940583615689664,0.07964972934207401,0.10183080502045182,422.2916891803407,422.2916891803407,421.8667350150159,0.918327230279275,39
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_fp32_global_pipelined_x4,lut_fp32,global,4,4,0,1,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.024719200815473283,0.024663479839052472,0.024776039975030084,0.024651600633348737,0.02478399957929339,0.16349822798450597,1358.7911781911264,1358.7911781911264,1357.423820069304,2.9548650166858663,6
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_fp32_global_x1,lut_fp32,global,1,4,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.03284873830557968,0.03277726920519007,0.03293703162725071,0.03275605610438755,0.03293832216394662,0.1623427337153733,1022.5120882129803,1022.5120882129803,1021.483129362702,2.223583172376147,18
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_fp32_global_x2,lut_fp32,global,2,4,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.027935097294469035,0.02785123202108568,0.02800660575589826,0.027834386594833865,0.028026386614768736,0.1888473902266569,1202.3667448135304,1202.3667448135304,1201.1567973541137,2.614700101457551,15
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_fp32_global_x4,lut_fp32,global,4,4,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.02465465456940407,0.02457517647785876,0.024724648293101083,0.024560430182114058,0.024732622136370227,0.2141433156137393,1362.3485133587033,1362.3485133587033,1360.9775754733296,2.962600896494339,4
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_fp32_global_x8,lut_fp32,global,8,4,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.024957548063281598,0.02492297422439657,0.025041312287410526,0.024905925553537732,0.025041512202026585,0.15819330571616783,1345.814577410998,1345.814577410998,1344.4602777051819,2.9266457403937247,10
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_fp32_shared_x4,lut_fp32,shared,4,4,1024,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.02443535896382722,0.024395125955873537,0.02450955754073065,0.024384683561494765,0.02451621425533634,0.1738033905587284,1374.5749366613438,1374.5749366613438,1373.1916952671806,2.989188816018705,2
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_fp64_global_x1,lut_fp64,global,1,8,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.04233215664242123,0.042141031431364225,0.042396848122994824,0.042128720441022074,0.04240989685058594,0.23156898120000177,793.444857622517,793.444857622517,792.646410232144,1.7254472137353651,24
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_fp64_global_x2,lut_fp64,global,2,8,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.03871262169395631,0.0386287361942731,0.03882340285477626,0.03861516282641536,0.03884928603594169,0.18368717898986248,867.6300010247998,867.6300010247998,866.7569007665118,1.8867722859874874,23
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_fp64_global_x4,lut_fp64,global,4,8,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.03616393870444753,0.03606346216633092,0.03621969031329131,0.036035377176562744,0.03622239079307671,0.1594771695856955,928.7769309228821,928.7769309228821,927.8422982138668,2.0197440972073064,21
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_fp64_global_x8,lut_fp64,global,8,8,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.03682491679986318,0.03677567467093468,0.03691501567761103,0.036755082507928215,0.03691816578308741,0.1522205905293533,912.1061204984119,912.1061204984119,911.1882637064007,1.983491290069829,22
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_fp64_shared_x4,lut_fp64,shared,4,8,2048,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.03593847990036011,0.03583485579490662,0.036004088401794435,0.03581631898880005,0.036004478931427004,0.17043372606114224,934.6035807058007,934.6035807058007,933.6630846109822,2.0324148915753906,20
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_high_word_global_x4,lut_high_word,global,4,4,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.024536273715732335,0.024464472521532762,0.024594225840525587,0.024461203222876197,0.024602580714870145,0.19409145991306692,1368.9214747577448,1368.9214747577448,1367.543922469586,2.976894640820755,3
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_high_word_global_x8,lut_high_word,global,8,4,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.02536194324493408,0.025314371245247977,0.02542631438800267,0.02530977215085711,0.025434114251817977,0.15355716524484714,1324.3556172182934,1324.3556172182934,1323.0229117677063,2.8799804898492742,13
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_high_word_shared_x4,lut_high_word,shared,4,4,1024,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.024819119885057372,0.02476422731266465,0.024859179665662735,0.02476090139481164,0.024861023549743542,0.14331742947513912,1353.3208331139158,1353.3208331139158,1351.9589798267511,2.942969052421977,8
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_high_word_shared_x8,lut_high_word,shared,8,4,1024,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.025359504644119457,0.025335571935268048,0.025427747424183,0.025329369230565696,0.025429624894494785,0.1354383494090379,1324.4829688654302,1324.4829688654302,1323.1501352602659,2.880257432276471,12
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_high_word_swizzled_shared_x4,lut_high_word_swizzled,shared,4,4,4112,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.02730959804899279,0.027242547866196662,0.027369231880292097,0.02722102159645125,0.02737665455243741,0.1478695503625527,1229.9057620600452,1229.9057620600452,1228.668101954636,2.6745872128560535,14
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_high_word_swizzled_shared_x8,lut_high_word_swizzled,shared,8,4,4112,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.02793700061738491,0.02789602540433407,0.028030587173998357,0.027887187898159027,0.028038375079631805,0.16724687991414577,1202.2848286404226,1202.2848286404226,1201.0749636136466,2.6145219642734845,16
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_prefix_global_pipelined_x4,lut_prefix,global,4,4,0,1,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.024737129345983003,0.024675064154192676,0.024783949036236583,0.024669968472166248,0.024787187996785268,0.16809022176756092,1357.806378024793,1357.806378024793,1356.4400109121316,2.9527234429057074,7
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_prefix_global_x1,lut_prefix,global,1,4,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.0330940521637035,0.03300775771445416,0.03318919030768933,0.032976037785234745,0.03319353189310565,0.17761260221216452,1014.9325877004115,1014.9325877004115,1013.9112561380872,2.2071005801515224,19
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_prefix_global_x2,lut_prefix,global,2,4,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.028141632080078124,0.028061055183410646,0.028216249084472657,0.028036415100097658,0.028241024017333985,0.19022144039583241,1193.5424322378801,1193.5424322378801,1192.3413647268055,2.5955105063640636,17
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_prefix_global_x4,lut_prefix,global,4,4,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.024713640853411056,0.024687372578034165,0.02475859733761547,0.02468367367171549,0.02476375981381065,0.10454318915364835,1359.0968728253588,1359.0968728253588,1357.7292070815504,2.9555297887236742,5
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_prefix_global_x8,lut_prefix,global,8,4,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.025035230781245695,0.024994567420327053,0.025098011649264652,0.02499081512397349,0.025105044114316372,0.16220773386630757,1341.6386009575551,1341.6386009575551,1340.2885035570025,2.9175645460712762,11
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_prefix_shared_x4,lut_prefix,shared,4,4,1024,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.024340007910719986,0.024258972188295737,0.02437834426310727,0.024252247852711652,0.024384114077417297,0.1734783542713248,1379.9597815745512,1379.9597815745512,1378.571121384958,3.000898849252434,1
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_prefix_shared_x8,lut_prefix,shared,8,4,1024,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.02490766172563152,0.024873956272803262,0.024992649345466432,0.024869170608383534,0.02499550420463192,0.17611292108546098,1348.510043615842,1348.510043615842,1347.153031449372,2.9325073760300078,9
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_subnormal_global_x4,lut_subnormal,global,4,4,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.04334029337254966,0.04327128718538982,0.04350963918174186,0.04326848867462903,0.04351756049365532,0.1797568250679614,774.9885703651859,774.9885703651859,774.208695625773,1.6853116591115906,26
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_subnormal_global_x8,lut_subnormal,global,8,4,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.04313542248608472,0.043006903845984656,0.043214856110535584,0.042994931653455214,0.04322508219126109,0.17139628766800197,778.6693641597088,778.6693641597088,777.8857854197323,1.6933160154774816,25
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_subnormal_shared_x4,lut_subnormal,shared,4,4,128,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.04505025491625901,0.04501516383498815,0.045189161566388865,0.04501419244535936,0.045191726448366144,0.15401634999985062,745.572518123038,745.572518123038,744.8222448989945,1.6213426953043348,30
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,lut_subnormal_shared_x8,lut_subnormal,shared,8,4,128,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.04454761014836709,0.04447056043858064,0.04460827011299731,0.04444970456784048,0.044619434679563516,0.11724171799982458,753.9850485387079,753.9850485387079,753.2263097446979,1.63963681748149,28
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,branchless_fp32_x1,branchless_fp32,none,1,0,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.05295536138009334,0.05280316532522008,0.0530468515727831,0.05279513027357018,0.05308800158293351,0.14466821816962772,634.2744365186464,634.2744365186464,633.6361630913839,1.379310797367766,32
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,branchless_fp32_x2,branchless_fp32,none,2,0,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.04707178231832143,0.04701318901938361,0.047221211162773336,0.04700410688245619,0.04722983772690232,0.16956700769682415,713.5534357475706,713.5534357475706,712.8353834806853,1.5517131099079955,31
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,branchless_fp32_x4,branchless_fp32,none,4,0,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.04514666545538255,0.04507765917130459,0.045274329774173686,0.04507150473418059,0.045277925185215326,0.15202513008178323,743.9803507347516,743.9803507347516,743.2316797164368,1.617880323902558,30
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,branchless_fp32_x8,branchless_fp32,none,8,0,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.04332009757437357,0.043276818787179344,0.04341369751023083,0.043254145761815514,0.043468196217606704,0.12725625047818898,775.3498694765048,775.3498694765048,774.5696311600519,1.6860973501888739,27
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,8,decomposed_bits_x4,decomposed_bits,none,4,8,0,0,dot,16777216,1,2112,256,10,33588232,33588232,33554432,15,0.06151800155639649,0.06133218725522359,0.061624306440353396,0.061319867769877114,0.061644931634267174,0.18478986273126444,545.990297965191,545.990297965191,545.4408652927233,1.1873256588661085,35
