gpu,compute_capability,distribution,format,storage_bits,component,lanes,n,m,leading_dimension,blocks,threads,decode_repeats,decoded_values,unique_storage_bytes,requested_storage_bytes,useful_flops,modeled_flops,arithmetic_intensity_unique,arithmetic_intensity_requested,theoretical_hbm_gb_per_s,modeled_fp64_gflop_per_s,sample_count,median_time_ms,mean_time_ms,stdev_time_ms,cv_percent,mad_time_ms,p05_time_ms,p95_time_ms,min_time_ms,max_time_ms,median_decoded_gvalues_per_s,median_unique_storage_gb_per_s,median_requested_storage_gb_per_s,median_useful_gflop_per_s
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,gemv,2,16384,1024,16384,1024,256,0,33554432.0,16801792.0,33562624.0,33554432.0,33815552.0,1.9970745977571915,0.9997559189650964,4814.304,30159.36,15,0.08288632947846321,0.08282928215357319,8.128724712871362e-05,0.09813829724854974,1.0846024852684266e-05,0.08271481142205707,0.08289717550331589,0.0827098781779661,0.08289717550331589,404.824682322537,202.70884361414144,404.9235164734946,404.824682322537
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,gemv,2,256,1024,256,1024,256,0,524288.0,270592.0,532480.0,524288.0,785408.0,1.9375591296121097,0.9846153846153847,4814.304,30159.36,15,0.004348275641433331,0.004348262177795923,2.928680017999684e-07,0.0067352884859491,6.731818704037995e-08,0.0043479246251723344,0.004348618443272695,0.004347764744478113,0.004349135951835568,120.57377296973239,62.22972560010114,122.45773817238447,120.57377296973239
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,gemv,2,4096,1024,4096,1024,256,0,8388608.0,4206592.0,8396800.0,8388608.0,8649728.0,1.994157740993184,0.9990243902439024,4814.304,30159.36,15,0.023033547204388074,0.023041749013685327,1.8605071737221536e-05,0.08074504989257245,9.415366432882766e-06,0.023023560579158057,0.02307065695770516,0.023022227641964748,0.023072952081349272,364.19088755907745,182.62892652498658,364.5465427227094,364.19088755907745
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,gemv,2,65536,1024,65536,1024,256,0,134217728.0,67182592.0,134225920.0,134217728.0,134478848.0,1.9978051457139374,0.9999389685688129,4814.304,30159.36,15,0.3346851560804579,0.33446253176088686,0.00038784399579816655,0.11596037193052257,0.0002588484022352233,0.3340219773186578,0.33491761313544377,0.3340010748969184,0.3349440044826931,401.02683241719336,200.73370682698993,401.0513091525704,401.02683241719336
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,gemv,4,1024,1024,1024,1024,256,0,2097152.0,1057792.0,2105344.0,2097152.0,2358272.0,1.9825750242013553,0.9961089494163424,4814.304,30159.36,15,0.007715283201192284,0.007716151876290539,3.984356132735891e-06,0.05163656958306696,2.006400303420329e-06,0.007711161020966252,0.007721575518965042,0.007707501001339913,0.00772178860085157,271.8178899351246,137.10345717919125,272.8796785676837,271.8178899351246
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,gemv,4,16384,1024,16384,1024,256,0,33554432.0,16801792.0,33562624.0,33554432.0,33815552.0,1.9970745977571915,0.9997559189650964,4814.304,30159.36,15,0.07799145027443215,0.07794576944287282,7.102428287483551e-05,0.09112012541859615,2.014826214502552e-05,0.07785742270252692,0.07801241143039925,0.07785481246060165,0.07801430818265077,430.2321841936578,215.4312035598614,430.337221348002,430.2321841936578
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,gemv,4,256,1024,256,1024,256,0,524288.0,270592.0,532480.0,524288.0,785408.0,1.9375591296121097,0.9846153846153847,4814.304,30159.36,15,0.00548445348948181,0.005487889687378253,7.233466810631282e-06,0.13180780268356573,8.584016834055699e-07,0.00548181770810076,0.005499489359542817,0.0054778209026480765,0.00549957861246219,95.59530425510755,49.33800615119564,97.0889808840936,95.59530425510755
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,gemv,4,4096,1024,4096,1024,256,0,8388608.0,4206592.0,8396800.0,8388608.0,8649728.0,1.994157740993184,0.9990243902439024,4814.304,30159.36,15,0.021774886529656905,0.021800020374829254,3.89213340042755e-05,0.17853806251123902,5.569639085215711e-06,0.021768952019606963,0.021857645390908932,0.021768100654022602,0.021859949148153958,385.2423289818252,193.18548430875705,385.6185421937215,385.2423289818252
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,gemv,4,65536,1024,65536,1024,256,0,134217728.0,67182592.0,134225920.0,134217728.0,134478848.0,1.9978051457139374,0.9999389685688129,4814.304,30159.36,15,0.31120000566755024,0.3110939869264356,0.000302669011333673,0.09729182306736298,0.00026056717853156774,0.3107265920055156,0.31143862471288564,0.3107115103273976,0.3114605728460818,431.29089188829437,215.88236110692762,431.31721579526993,431.29089188829437
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,register_decode,1,134217728,1,134217728,528,256,256,34603008.0,135168.0,135168.0,34603008.0,34603008.0,256.0,256.0,4814.304,30159.36,15,0.07111874281191359,0.07114231602039213,0.00011888475319802136,0.16710835385784237,0.00013537032931459914,0.0709728942197912,0.0712922965779024,0.07094917577855728,0.07129866469140146,486.55258279120494,1.9005960265281443,1.9005960265281443,486.55258279120494
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,register_decode,2,134217728,1,134217728,528,256,256,69206016.0,270336.0,270336.0,69206016.0,69206016.0,256.0,256.0,4814.304,30159.36,15,0.14491215492915183,0.14498970068774178,0.00020956929004017433,0.14454081155151488,8.233079632510854e-05,0.14479505668566064,0.14532461258971574,0.1447161146737997,0.1453402713664527,477.5721956093684,1.8655163890990953,1.8655163890990953,477.5721956093684
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,register_decode,4,134217728,1,134217728,528,256,256,138412032.0,540672.0,540672.0,138412032.0,138412032.0,256.0,256.0,4814.304,30159.36,15,0.29544972438438266,0.29575922598246657,0.0006129940955144421,0.20726119142291172,0.00047685585769952077,0.2949491500854492,0.296615213506362,0.2948938070559034,0.2966437620275161,468.4791373165228,1.8299966301426671,1.8299966301426671,468.4791373165228
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,1,1048576,1,1048576,2112,256,0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1.0,1.0,4814.304,30159.36,15,0.006236671548527417,0.006235424476333811,2.8234613619620813e-06,0.04528098083263399,2.0254425905398554e-06,0.006231884544343166,0.006238876493933703,0.006231070745758913,0.006239295333837111,168.13070751618886,168.13070751618886,168.13070751618886,168.13070751618886
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,1,134217728,1,134217728,2112,256,0,134217728.0,134217728.0,134217728.0,134217728.0,134217728.0,1.0,1.0,4814.304,30159.36,15,0.38168480396270754,0.38145498593648275,0.0006859172641517362,0.17981604368541412,0.000588798522949241,0.38046160221099856,0.3823211908340454,0.380405592918396,0.38234639167785645,351.64545878308985,351.64545878308985,351.64545878308985,351.64545878308985
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,1,16777216,1,16777216,2112,256,0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,1.0,1.0,4814.304,30159.36,15,0.045787487274561174,0.0458210325648642,6.795538527089481e-05,0.14830609758672997,2.873249543018652e-06,0.04578430683184893,0.04595164060592652,0.0457835900477874,0.04597928279485458,366.4148656901984,366.4148656901984,366.4148656901984,366.4148656901984
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,1,4096,1,4096,16,256,0,4096.0,4096.0,4096.0,4096.0,4096.0,1.0,1.0,4814.304,30159.36,15,0.002293927895645929,0.0022943148310600133,8.177377966475582e-07,0.03564191738540735,7.275535342300167e-07,0.0022933245630840826,0.0022954951110179733,0.002293200342111699,0.0022955697176526534,1.7855835869011218,1.7855835869011218,1.7855835869011218,1.7855835869011218
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,1,65536,1,65536,256,256,0,65536.0,65536.0,65536.0,65536.0,65536.0,1.0,1.0,4814.304,30159.36,15,0.002525704354686579,0.002525467321601745,7.220835008920793e-07,0.02859207461192201,5.576500861294471e-07,0.002524395812133545,0.002526536768727658,0.002524287062190062,0.002526856722508747,25.947613337402085,25.947613337402085,25.947613337402085,25.947613337402085
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,2,1048576,1,1048576,2048,256,0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1.0,1.0,4814.304,30159.36,15,0.006229321717062924,0.006230299715796786,3.1452899915336257e-06,0.05048376699372605,2.458747646490178e-06,0.006226713384498133,0.006234310340778856,0.006226364353022097,0.006234635338227253,168.32908101821323,168.32908101821323,168.32908101821323,168.32908101821323
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,2,134217728,1,134217728,2112,256,0,134217728.0,134217728.0,134217728.0,134217728.0,134217728.0,1.0,1.0,4814.304,30159.36,15,0.32405106564785574,0.32407616554422586,0.000494829382180555,0.15268922395128343,0.0004949772611577696,0.323494738720833,0.32472027514843227,0.3234485058074302,0.32492664012503114,414.1869668956854,414.1869668956854,414.1869668956854,414.1869668956854
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,2,16777216,1,16777216,2112,256,0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,1.0,1.0,4814.304,30159.36,15,0.04218541313620175,0.04221770043466606,5.1812988738465354e-05,0.12272811689174892,4.6141007367314635e-06,0.04218006526722628,0.042300263853634106,0.04217835314133588,0.04231021264020134,397.70182991529117,397.70182991529117,397.70182991529117,397.70182991529117
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,2,4096,1,4096,8,256,0,4096.0,4096.0,4096.0,4096.0,4096.0,1.0,1.0,4814.304,30159.36,15,0.0024743127484693596,0.002474363484844812,2.614268691905077e-07,0.010565418977111359,1.907348632815102e-07,0.0024739140179140346,0.0024747202717666085,0.002473831447303718,0.0024747393993621177,1.6554091646392866,1.6554091646392866,1.6554091646392866,1.6554091646392866
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,2,65536,1,65536,128,256,0,65536.0,65536.0,65536.0,65536.0,65536.0,1.0,1.0,4814.304,30159.36,15,0.0026613591432094437,0.0026613366664040823,2.3022651763995823e-07,0.008650785169207222,1.4609014964113778e-07,0.0026610107618115497,0.002661682940033648,0.0026609661170979098,0.002661862282045707,24.62501168518256,24.62501168518256,24.62501168518256,24.62501168518256
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,4,1048576,1,1048576,1024,256,0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1.0,1.0,4814.304,30159.36,15,0.005475377294340022,0.005475428255924764,1.081443007518565e-06,0.019750838783219822,5.756370752233592e-07,0.005473467765615144,0.005476692446474899,0.005473042740432205,0.005477400605316756,191.50753338659027,191.50753338659027,191.50753338659027,191.50753338659027
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,4,134217728,1,134217728,2112,256,0,134217728.0,134217728.0,134217728.0,134217728.0,134217728.0,1.0,1.0,4814.304,30159.36,15,0.29817983627319333,0.29828979110717774,0.00027906835762917865,0.09355612090958464,0.00022911071777342862,0.29797625350952145,0.2986730194091797,0.2979507255554199,0.2987321662902832,450.123421078779,450.123421078779,450.123421078779,450.123421078779
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,4,16777216,1,16777216,2112,256,0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,1.0,1.0,4814.304,30159.36,15,0.03971432307578998,0.03972926344063473,3.403040211123102e-05,0.08565575891453611,2.4134886331406147e-06,0.03970779973035418,0.03979545065810561,0.03970717318231167,0.03980433607900609,422.4474874715279,422.4474874715279,422.4474874715279,422.4474874715279
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,4,4096,1,4096,4,256,0,4096.0,4096.0,4096.0,4096.0,4096.0,1.0,1.0,4814.304,30159.36,15,0.0026789631889288985,0.0026787493865334357,1.5813213526496802e-06,0.05903207521387677,1.544226738752364e-06,0.00267645109927658,0.0026807429286816375,0.002675716625512144,0.0026809923648096774,1.5289497134291197,1.5289497134291197,1.5289497134291197,1.5289497134291197
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,4,65536,1,65536,64,256,0,65536.0,65536.0,65536.0,65536.0,65536.0,1.0,1.0,4814.304,30159.36,15,0.002848257534745811,0.0028482706804014444,1.7621607143600678e-07,0.0061867740537626965,9.275672900295809e-08,0.002848035133595244,0.0028485327028038034,0.002848020728659515,0.0028487418968704396,23.009155317076576,23.009155317076576,23.009155317076576,23.009155317076576
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,1,1048576,1,1048576,2112,256,0,0.0,1048576.0,1048576.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.00474978705409887,0.004751015147754692,6.233752209576208e-06,0.1312088472822961,1.3649746140034433e-06,0.004740811873488979,0.004760597759873021,0.004740618878733952,0.004760665351180669,0.0,220.76273905692727,220.76273905692727,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,1,134217728,1,134217728,2112,256,0,0.0,134217728.0,134217728.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.2066568930943807,0.2066365639368693,0.00010790478607747815,0.05221959948503826,8.666515350341797e-05,0.2065004931555854,0.20677244398328992,0.20649645063612196,0.20683777332305908,0.0,649.471333814655,649.471333814655,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,1,16777216,1,16777216,2112,256,0,0.0,16777216.0,16777216.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.015961151485919384,0.01596432435243223,1.325584140347062e-05,0.08303415234388568,1.4002342995225042e-05,0.015946783775665246,0.015982447452976077,0.015945931252061115,0.015983219804434942,0.0,1051.1281729767763,1051.1281729767763,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,1,4096,1,4096,16,256,0,0.0,4096.0,4096.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.0022110950652902543,0.002211847049503332,2.7041892974574506e-06,0.12225932611681598,6.934873652761353e-07,0.0022088999607413804,0.0022168197466473825,0.002208390102836053,0.0022168258960509938,0.0,1.852475754796328,1.852475754796328,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,1,65536,1,65536,256,256,0,0.0,65536.0,65536.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.0024727992423837684,0.002474707195129307,8.068958585350204e-06,0.32605710288600787,3.4104909328461566e-07,0.002471853092016763,0.00248246463409872,0.002471214544865778,0.0025038132913305544,0.0,26.502758039032543,26.502758039032543,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,2,1048576,1,1048576,2048,256,0,0.0,1048576.0,1048576.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.004536587223664892,0.004536618009226585,1.038523807933926e-06,0.02289202674374994,7.91744974286239e-07,0.004534927041050517,0.004537933149435415,0.00453443006443896,0.004537952231058896,0.0,231.13762577519793,231.13762577519793,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,2,134217728,1,134217728,2112,256,0,0.0,134217728.0,134217728.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.10906070821425494,0.10905066705217549,4.9149223353035645e-05,0.04507008043290566,3.294383778291998e-05,0.10896896404378555,0.10911943491767434,0.10896517949945786,0.1091312941382913,0.0,1230.6698736663518,1230.6698736663518,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,2,16777216,1,16777216,2112,256,0,0.0,16777216.0,16777216.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.01070075185842403,0.010703998212343576,1.8482892623302927e-05,0.17267279250840054,1.6851948819025103e-05,0.010684012097249214,0.010726322707241269,0.010683899909605004,0.010726602620967415,0.0,1567.853943533169,1567.853943533169,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,2,4096,1,4096,8,256,0,0.0,4096.0,4096.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.0021007903696388997,0.0021007825120231732,2.144797088586715e-07,0.01020951515119551,1.2587199715386257e-07,0.0021003964878823994,0.0021010868319749397,0.0021003789709046644,0.002101151469622782,0.0,1.9497423727737537,1.9497423727737537,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,2,65536,1,65536,128,256,0,0.0,65536.0,65536.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.0023800491333007814,0.002380103115505642,2.4411128387539116e-07,0.010256332269181153,1.0248819986994132e-07,0.002379883524576823,0.002380475667317708,0.0023797760009765627,0.002380834197998047,0.0,27.535566002837562,27.535566002837562,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,4,1048576,1,1048576,1024,256,0,0.0,1048576.0,1048576.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.003418581210522393,0.0034185754186199613,6.624083440085565e-07,0.019376736297833763,4.6755242911426104e-07,0.003417686825833168,0.003419563766978215,0.003417546626423927,0.0034200389129893337,0.0,306.72841609626914,306.72841609626914,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,4,134217728,1,134217728,2112,256,0,0.0,134217728.0,134217728.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.06726678795770767,0.06724045517247751,6.674629742538888e-05,0.09926508863477937,5.211086448178581e-05,0.06713231594190686,0.06733845308286335,0.06711720982822802,0.06735530468302035,0.0,1995.3045488716673,1995.3045488716673,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,4,16777216,1,16777216,2112,256,0,0.0,16777216.0,16777216.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.009506112140412524,0.009498230335687426,1.125764379072344e-05,0.11852359221512476,5.230936561287022e-06,0.009485190736268542,0.009511051046235326,0.00948342010779099,0.009511343076973811,0.0,1764.8872380409284,1764.8872380409284,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,4,4096,1,4096,4,256,0,0.0,4096.0,4096.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.0021005209241445814,0.002100540103507938,1.0987476105990605e-07,0.005230786161921561,6.99048741345e-08,0.0021003836918944644,0.002100688591701165,0.0021003286531965427,0.002100774247952898,0.0,1.9499924770652117,1.9499924770652117,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,4,65536,1,65536,64,256,0,0.0,65536.0,65536.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.0022878772964618787,0.002287934821276062,2.312370464548551e-07,0.010106802182672583,1.6924503208354952e-07,0.002287581861728526,0.0022882572275972402,0.002287564029204281,0.0022882750601214853,0.0,28.644892845149133,28.644892845149133,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,1,1048576,1,1048576,2112,256,0,2097152.0,4228104.0,4228104.0,2097152.0,2099263.0,0.496002936540823,0.496002936540823,4814.304,30159.36,15,0.012596117357993916,0.01260052086704346,1.016301087442917e-05,0.08065548227462904,7.766032079506782e-06,0.012588248150622868,0.012614019479435554,0.012588007408275939,0.012614238099512766,166.49193877739455,335.6672441065107,335.6672441065107,166.49193877739455
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,1,134217728,1,134217728,2112,256,0,268435456.0,536904712.0,536904712.0,268435456.0,268437567.0,0.4999685232786707,0.4999685232786707,4814.304,30159.36,15,0.7316434496924991,0.7316367225041466,0.0007071264269919606,0.09664993640173017,0.00019504910423639998,0.7307650974818639,0.733055237361363,0.7305645715622675,0.7332739148821149,366.89381434743956,733.833826060569,733.833826060569,366.89381434743956
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,1,16777216,1,16777216,2112,256,0,33554432.0,67142664.0,67142664.0,33554432.0,33556543.0,0.49974829714829305,0.49974829714829305,4814.304,30159.36,15,0.101151349593182,0.10119456466363401,0.00016066739199363094,0.15877077244976728,5.616298338183279e-05,0.10106303156638632,0.10145079619219514,0.10102966204792464,0.1016918623528513,331.7250054987076,663.7841637312735,663.7841637312735,331.7250054987076
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,1,4096,1,4096,16,256,0,8192.0,16648.0,16648.0,8192.0,8207.0,0.4920711196540125,0.4920711196540125,4814.304,30159.36,15,0.0047599534822583885,0.0047597624355978875,2.0258390057723984e-06,0.04256176717185103,1.8121087545803355e-06,0.004757375670393503,0.004762786953671405,0.004757086081638753,0.004763106602512722,1.7210252223123104,3.497513171515545,3.497513171515545,1.7210252223123104
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,1,65536,1,65536,256,256,0,131072.0,266248.0,266248.0,131072.0,131327.0,0.49229289985276886,0.49229289985276886,4814.304,30159.36,15,0.004955645292256148,0.0049558414869160785,1.5393239724546102e-06,0.031060799190583088,1.261123521179193e-06,0.004954085088234897,0.004958202625204845,0.004954053448265788,0.0049590540849675825,26.449027779453335,53.72620199755777,53.72620199755777,26.449027779453335
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,2,1048576,1,1048576,2048,256,0,2097152.0,4227080.0,4227080.0,2097152.0,2099199.0,0.49612309206355215,0.49612309206355215,4814.304,30159.36,15,0.012213333715660295,0.01223098925139276,2.5580994671169752e-05,0.20914902421532916,9.468878699597783e-06,0.0122053331203675,0.01226418571972222,0.012203864836960697,0.012265527739506982,171.71003829290032,346.1037009559408,346.1037009559408,171.71003829290032
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,2,134217728,1,134217728,2112,256,0,268435456.0,536904712.0,536904712.0,268435456.0,268437567.0,0.4999685232786707,0.4999685232786707,4814.304,30159.36,15,0.62664266427358,0.6268079095416599,0.0008597026346708814,0.13715567745460025,0.00025200843811035156,0.6260250727335612,0.6282857259114584,0.6260213454564413,0.6294253269831339,428.37085839212233,856.795655020383,856.795655020383,428.37085839212233
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,2,16777216,1,16777216,2112,256,0,33554432.0,67142664.0,67142664.0,33554432.0,33556543.0,0.49974829714829305,0.49974829714829305,4814.304,30159.36,15,0.08826653828877888,0.08826917050603383,0.00010797047512822517,0.122319576030053,5.997869068991024e-05,0.08816388866858568,0.08840475310822446,0.08811842181725417,0.08858730407532103,380.148951692441,760.6808344554246,760.6808344554246,380.148951692441
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,2,4096,1,4096,8,256,0,8192.0,16520.0,16520.0,8192.0,8199.0,0.49588377723970944,0.49588377723970944,4814.304,30159.36,15,0.004948109402142427,0.004948088513394482,3.894760724121862e-07,0.007871243033706328,2.815567856856785e-07,0.00494763543350947,0.004948793523348024,0.00494763543350947,0.004948834918373881,1.6555818261522344,3.338648897465199,3.338648897465199,1.6555818261522344
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,2,65536,1,65536,128,256,0,131072.0,264200.0,264200.0,131072.0,131199.0,0.496109008327025,0.496109008327025,4814.304,30159.36,15,0.005171310144124621,0.0051716616928700835,2.38559315933765e-06,0.04612817506269891,1.8039162057587044e-06,0.005168188125165637,0.005175031342121385,0.005167931047741215,0.0051756520278136015,25.3459947957129,51.08956775686149,51.08956775686149,25.3459947957129
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,4,1048576,1,1048576,1024,256,0,2097152.0,4210696.0,4210696.0,2097152.0,2098175.0,0.49805352844280376,0.49805352844280376,4814.304,30159.36,15,0.010668378424000096,0.010677104597693091,1.9155723974878157e-05,0.17940935016237425,4.135273598337291e-06,0.010662500197822984,0.010710194223635906,0.010662216592479396,0.010713296967583734,196.5764539512534,394.6894113286623,394.6894113286623,196.5764539512534
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,4,134217728,1,134217728,2112,256,0,268435456.0,536904712.0,536904712.0,268435456.0,268437567.0,0.4999685232786707,0.4999685232786707,4814.304,30159.36,15,0.5877858308645395,0.5882730655181102,0.001195847850499684,0.20328108162600714,0.00044921728280877815,0.587140182348398,0.590913592852079,0.5869920070354755,0.5909661513108474,456.68922574260444,913.4359554232509,913.4359554232509,456.68922574260444
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,4,16777216,1,16777216,2112,256,0,33554432.0,67142664.0,67142664.0,33554432.0,33556543.0,0.49974829714829305,0.49974829714829305,4814.304,30159.36,15,0.08264395360196575,0.08266767330383987,7.213359857240469e-05,0.08725732283196377,4.908208096963962e-05,0.08258879747283593,0.08278293984659603,0.08258175046256419,0.08278759409872334,406.0119408324372,812.4328650027576,812.4328650027576,406.0119408324372
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,4,4096,1,4096,4,256,0,8192.0,16456.0,16456.0,8192.0,8195.0,0.49781234807972774,0.49781234807972774,4814.304,30159.36,15,0.005323115228980111,0.00532315593366506,2.4009945133888354e-07,0.004510471876663062,1.6813465014524354e-07,0.0053228584249453625,0.005323555523051751,0.0053227939961119465,0.0053236196329305464,1.5389484629979646,3.091422840221497,3.091422840221497,1.5389484629979646
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,4,65536,1,65536,64,256,0,131072.0,263176.0,263176.0,131072.0,131135.0,0.4980393348937593,0.4980393348937593,4814.304,30159.36,15,0.0055186323381134165,0.005518605099149877,1.1331133952499099e-06,0.020532605158221272,1.0007290823840082e-06,0.00551713157061198,0.0055201736845268985,0.005516912742655744,0.005520414362666545,23.75081215227465,47.68862715901973,47.68862715901973,23.75081215227465
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,gemv,1,1024,1024,1024,1024,256,0,2097152.0,2107392.0,4202496.0,2097152.0,2358272.0,0.9951409135082604,0.49902534113060426,4814.304,30159.36,15,0.008329979848053495,0.008331139645334017,2.0346840722935067e-05,0.2442263794525474,1.421007059388378e-05,0.008304501161736956,0.008364478741661976,0.008301798287084548,0.008367121421684652,251.7595526344582,252.98884732505613,504.50254102139473,251.7595526344582
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,gemv,1,16384,1024,16384,1024,256,0,33554432.0,33595392.0,67117056.0,33554432.0,33815552.0,0.9987807851743478,0.4999389722934212,4814.304,30159.36,15,0.09025795844293409,0.09048405308877268,0.0013114953644387012,1.4494215496204739,0.0009690807711693478,0.08923342550954512,0.09261877798265027,0.08920568035494897,0.09269161224365234,371.76147764537467,372.215288042891,743.6137173702525,371.76147764537467
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,gemv,1,256,1024,256,1024,256,0,524288.0,532992.0,1056768.0,524288.0,785408.0,0.983669548511047,0.49612403100775193,4814.304,30159.36,15,0.004165385806296908,0.004165300150045176,5.761336280706691e-07,0.013831743387434408,2.753236662839803e-07,0.004164527460359141,0.004165968906674396,0.004163564374269178,0.004166014559634097,125.86781258231157,127.9574149396351,253.70230973622174,125.86781258231157
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,gemv,1,4096,1024,4096,1024,256,0,8388608.0,8404992.0,16785408.0,8388608.0,8649728.0,0.9980506822612085,0.4997559785261103,4814.304,30159.36,15,0.024600694031841987,0.02460680306133619,2.1183404582026542e-05,0.08608759345626366,1.1157145542381453e-05,0.024587055476365895,0.024646393936292258,0.024586420987559632,0.024652064163072973,340.9907049428027,341.65670241339416,682.3144086209012,340.9907049428027
