gpu,compute_capability,distribution,format,strategy,storage_bits,component,lanes,n,m,blocks,threads,decode_repeats,warmup,round,sample,order_position,iterations,total_time_ms,time_ms,decoded_values,source_bytes,lookup_bytes_requested,useful_flops,decoded_gvalues_per_s,source_gb_per_s,lookup_gb_per_s,useful_gflop_per_s
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x4,8,dot,4,65536,1,64,256,0,10,1,4,3,2583,14.632287979125977,0.0056648424232001457,131072,132104,0,131072,23.137801585300878,23.31997787952108,0,23.137801585300878
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,branchless_x4,8,dot,4,65536,1,64,256,0,10,1,4,4,2991,14.131039619445801,0.004724520100115614,131072,132104,0,131072,27.742923561017875,27.961358445012706,0,27.742923561017875
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x1,8,dot,1,65536,1,256,256,0,10,1,4,5,3157,15.149184226989746,0.0047986012755748325,131072,135176,524288,131072,27.314626173915368,28.16987539432666,109.25850469566147,27.314626173915368
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x4,8,dot,4,65536,1,64,256,0,10,1,4,6,2935,13.924832344055176,0.0047444062501039779,131072,132104,524288,131072,27.626639265372233,27.844158580877181,110.50655706148893,27.626639265372233
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x1,64,dot,1,65536,1,256,256,0,10,1,4,7,2991,13.931488037109375,0.0046578027539650197,131072,1052680,0,131072,28.140307119794446,226.00355910389112,0,28.140307119794446
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x4,64,dot,4,65536,1,64,256,0,10,1,4,8,3020,14.095935821533203,0.0046675284177262258,131072,1049608,0,131072,28.081671554953573,224.87447446786277,0,28.081671554953573
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x1,8,dot,1,65536,1,256,256,0,10,1,4,9,3049,15.296128273010254,0.0050167688661889977,131072,135176,0,131072,26.12677671546172,26.944833139719037,0,26.12677671546172
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x4,8,dot,4,65536,1,64,256,0,10,1,4,10,2105,11.52883243560791,0.0054768800169158714,131072,132104,0,131072,23.931873547562024,24.120301995293683,0,23.931873547562024
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_x4,8,dot,4,65536,1,64,256,0,10,1,4,11,2963,14.055999755859375,0.0047438406195947939,131072,132104,0,131072,27.629933319976466,27.847478571336147,0,27.629933319976466
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x1,8,dot,1,65536,1,256,256,0,10,2,0,0,3049,15.310879707336426,0.0050216069883031898,131072,135176,0,131072,26.101604586998842,26.9188728458569,0,26.101604586998842
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x4,8,dot,4,65536,1,64,256,0,10,2,0,1,2105,11.545023918151855,0.0054845719326137082,131072,132104,0,131072,23.898309952065262,24.086474135647808,0,23.898309952065262
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_x4,8,dot,4,65536,1,64,256,0,10,2,0,2,2963,14.057408332824707,0.004744316008378234,131072,132104,0,131072,27.627164752207303,27.844688205151318,0,27.627164752207303
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x1,8,dot,1,65536,1,256,256,0,10,2,0,3,2935,14.118016242980957,0.0048102269993120809,131072,135176,524288,131072,27.248610100676085,28.101792289497304,108.99444040270434,27.248610100676085
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x4,8,dot,4,65536,1,64,256,0,10,2,0,4,3079,14.602815628051758,0.0047427137473373682,131072,132104,524288,131072,27.636498212354859,27.854095152625476,110.54599284941943,27.636498212354859
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x1,8,dot,1,65536,1,256,256,0,10,2,0,5,2754,13.987071990966797,0.005078820621266085,131072,135176,0,131072,25.80756631789162,26.615627934168376,0,25.80756631789162
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x4,8,dot,4,65536,1,64,256,0,10,2,0,6,2583,14.60035228729248,0.0056524786245809059,131072,132104,0,131072,23.188411439542264,23.370986212229088,0,23.188411439542264
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,branchless_x4,8,dot,4,65536,1,64,256,0,10,2,0,7,2991,14.142239570617676,0.0047282646508250339,131072,132104,0,131072,27.720952543789878,27.93921443820815,0,27.720952543789878
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x1,8,dot,1,65536,1,256,256,0,10,2,0,8,3157,15.14572811126709,0.0047975065287510577,131072,135176,524288,131072,27.320859120148437,28.176303500558358,109.28343648059375,27.320859120148437
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x4,8,dot,4,65536,1,64,256,0,10,2,0,9,2935,13.922752380371094,0.0047436975742320593,131072,132104,524288,131072,27.630766495736985,27.848318307135305,110.52306598294794,27.630766495736985
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x1,64,dot,1,65536,1,256,256,0,10,2,0,10,2991,13.933759689331055,0.0046585622498599311,131072,1052680,0,131072,28.135719342151315,225.96671323467899,0,28.135719342151315
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x4,64,dot,4,65536,1,64,256,0,10,2,0,11,3020,14.096991539001465,0.0046678779930468426,131072,1049608,0,131072,28.079568530977387,224.85763371782008,0,28.079568530977387
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x4,8,dot,4,65536,1,64,256,0,10,2,1,0,2105,11.529184341430664,0.0054770471930787002,131072,132104,0,131072,23.931143073887444,24.119565770208947,0,23.931143073887444
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_x4,8,dot,4,65536,1,64,256,0,10,2,1,1,2963,14.057632446289062,0.0047443916457269872,131072,132104,0,131072,27.626724306803247,27.844244291884884,0,27.626724306803247
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x1,8,dot,1,65536,1,256,256,0,10,2,1,2,2935,14.109087944030762,0.0048071849894483001,131072,135176,524288,131072,27.265853152666498,28.119575239294786,109.06341261066599,27.265853152666498
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x4,8,dot,4,65536,1,64,256,0,10,2,1,3,3079,14.602527618408203,0.0047426202073427093,131072,132104,524288,131072,27.637043294563039,27.854644526557582,110.54817317825216,27.637043294563039
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x1,8,dot,1,65536,1,256,256,0,10,2,1,4,2754,13.99232006072998,0.0050807262384640452,131072,135176,0,131072,25.797886728812294,26.605645267135088,0,25.797886728812294
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x4,8,dot,4,65536,1,64,256,0,10,2,1,5,2583,14.644991874694824,0.0056697606948102304,131072,132104,0,131072,23.117730545484168,23.299748809666752,0,23.117730545484168
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,branchless_x4,8,dot,4,65536,1,64,256,0,10,2,1,6,2991,14.143487930297852,0.0047286820228344536,131072,132104,0,131072,27.718505783866,27.936748413633993,0,27.718505783866
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x1,8,dot,1,65536,1,256,256,0,10,2,1,7,3157,15.144736289978027,0.0047971923629958908,131072,135176,524288,131072,27.32264834969935,28.17814875273864,109.2905933987974,27.32264834969935
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x4,8,dot,4,65536,1,64,256,0,10,2,1,8,2935,13.926688194274902,0.0047450385670442597,131072,132104,524288,131072,27.622957779592145,27.840448108789371,110.49183111836858,27.622957779592145
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x1,64,dot,1,65536,1,256,256,0,10,2,1,9,2991,13.932928085327148,0.0046582842144189734,131072,1052680,0,131072,28.137398657275483,225.98020033676724,0,28.137398657275483
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x4,64,dot,4,65536,1,64,256,0,10,2,1,10,3020,14.096351623535156,0.00466766610050833,131072,1049608,0,131072,28.080843226066591,224.86784131489028,0,28.080843226066591
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x1,8,dot,1,65536,1,256,256,0,10,2,1,11,3049,15.298272132873535,0.0050174720015984048,131072,135176,0,131072,26.123115377274587,26.941057161243204,0,26.123115377274587
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_x4,8,dot,4,65536,1,64,256,0,10,2,2,0,2963,14.057984352111816,0.0047445104124575824,131072,132104,0,131072,27.62603274214478,27.843547282167766,0,27.62603274214478
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x1,8,dot,1,65536,1,256,256,0,10,2,2,1,2935,14.128191947937012,0.004813694019740038,131072,135176,524288,131072,27.228984530902629,28.081552222818711,108.91593812361052,27.228984530902629
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x4,8,dot,4,65536,1,64,256,0,10,2,2,2,3079,14.605695724487305,0.0047436491472839576,131072,132104,524288,131072,27.631048572605142,27.848602604945597,110.52419429042057,27.631048572605142
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x1,8,dot,1,65536,1,256,256,0,10,2,2,3,2754,13.987199783325195,0.0050788670237201143,131072,135176,0,131072,25.807330530184618,26.615384763704192,0,25.807330530184618
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x4,8,dot,4,65536,1,64,256,0,10,2,2,4,2583,14.628671646118164,0.0056634423717066059,131072,132104,0,131072,23.143521448158239,23.325742777919739,0,23.143521448158239
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,branchless_x4,8,dot,4,65536,1,64,256,0,10,2,2,5,2991,14.164992332458496,0.0047358717259974913,131072,132104,0,131072,27.676425288396725,27.894336595904242,0,27.676425288396725
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x1,8,dot,1,65536,1,256,256,0,10,2,2,6,3157,15.144607543945312,0.0047971515818642108,131072,135176,524288,131072,27.32288062264324,28.178388298388843,109.29152249057296,27.32288062264324
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x4,8,dot,4,65536,1,64,256,0,10,2,2,7,2935,13.923935890197754,0.0047441008143774286,131072,132104,524288,131072,27.628417929647362,27.84595124952801,110.51367171858945,27.628417929647362
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x1,64,dot,1,65536,1,256,256,0,10,2,2,8,2991,13.932607650756836,0.0046581770814967689,131072,1052680,0,131072,28.138045786332334,225.98539763150268,0,28.138045786332334
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x4,64,dot,4,65536,1,64,256,0,10,2,2,9,3020,14.096511840820312,0.0046677191525895077,131072,1049608,0,131072,28.08052406651014,224.86528552552471,0,28.08052406651014
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x1,8,dot,1,65536,1,256,256,0,10,2,2,10,3049,15.304032325744629,0.0050193612088372018,131072,135176,0,131072,26.11328305467071,26.930916978440614,0,26.11328305467071
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x4,8,dot,4,65536,1,64,256,0,10,2,2,11,2105,11.536640167236328,0.0054805891530813914,131072,132104,0,131072,23.915677008247631,24.103977931957587,0,23.915677008247631
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x1,8,dot,1,65536,1,256,256,0,10,2,3,0,2935,14.126848220825195,0.0048132361910818381,131072,135176,524288,131072,27.231574515885089,28.084223302912012,108.92629806354036,27.231574515885089
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x4,8,dot,4,65536,1,64,256,0,10,2,3,1,3079,14.605312347412109,0.0047435246337811333,131072,132104,524288,131072,27.631773864220577,27.849333607170067,110.52709545688231,27.631773864220577
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x1,8,dot,1,65536,1,256,256,0,10,2,3,2,2754,13.984095573425293,0.0050777398596315512,131072,135176,0,131072,25.813059278997954,26.621292885573023,0,25.813059278997954
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x4,8,dot,4,65536,1,64,256,0,10,2,3,3,2583,14.633279800415039,0.0056652264035675724,131072,132104,0,131072,23.136233340552781,23.318397287142826,0,23.136233340552781
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,branchless_x4,8,dot,4,65536,1,64,256,0,10,2,3,4,2991,14.150015830993652,0.0047308645372763801,131072,132104,0,131072,27.705718260844524,27.923860207600441,0,27.705718260844524
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x1,8,dot,1,65536,1,256,256,0,10,2,3,5,3157,15.155839920043945,0.0048007095090414776,131072,135176,524288,131072,27.302630945101733,28.157504582481934,109.21052378040693,27.302630945101733
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x4,8,dot,4,65536,1,64,256,0,10,2,3,6,2935,13.924127578735352,0.0047441661256338507,131072,132104,524288,131072,27.628037578993492,27.845567904169894,110.51215031597397,27.628037578993492
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x1,64,dot,1,65536,1,256,256,0,10,2,3,7,2991,13.932576179504395,0.0046581665595133385,131072,1052680,0,131072,28.138109345255728,225.98590809298554,0,28.138109345255728
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x4,64,dot,4,65536,1,64,256,0,10,2,3,8,3020,14.097824096679688,0.0046681536743972477,131072,1049608,0,131072,28.077910270793307,224.84435457997759,0,28.077910270793307
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x1,8,dot,1,65536,1,256,256,0,10,2,3,9,3049,15.306624412536621,0.0050202113520946608,131072,135176,0,131072,26.108860923815644,26.926356386090877,0,26.108860923815644
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x4,8,dot,4,65536,1,64,256,0,10,2,3,10,2105,11.521856307983398,0.0054735659420348682,131072,132104,0,131072,23.946363556784394,24.134906092113081,0,23.946363556784394
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_x4,8,dot,4,65536,1,64,256,0,10,2,3,11,2963,14.056639671325684,0.0047440565883650632,131072,132104,0,131072,27.628675492922639,27.846210840736784,0,27.628675492922639
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x4,8,dot,4,65536,1,64,256,0,10,2,4,0,3079,14.604543685913086,0.0047432749873053221,131072,132104,524288,131072,27.633228170577276,27.850799364058993,110.5329126823091,27.633228170577276
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x1,8,dot,1,65536,1,256,256,0,10,2,4,1,2754,13.98969554901123,0.0050797732567215799,131072,135176,0,131072,25.802726495038911,26.610636571452176,0,25.802726495038911
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x4,8,dot,4,65536,1,64,256,0,10,2,4,2,2583,14.609536170959473,0.0056560341350985182,131072,132104,0,131072,23.173834681554119,23.356294683624462,0,23.173834681554119
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,branchless_x4,8,dot,4,65536,1,64,256,0,10,2,4,3,2991,14.142911911010742,0.0047284894386528725,131072,132104,0,131072,27.719634716439568,27.93788623489786,0,27.719634716439568
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x1,8,dot,1,65536,1,256,256,0,10,2,4,4,3157,15.14572811126709,0.0047975065287510577,131072,135176,524288,131072,27.320859120148437,28.176303500558358,109.28343648059375,27.320859120148437
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x4,8,dot,4,65536,1,64,256,0,10,2,4,5,2935,13.922528266906738,0.0047436212153004215,131072,132104,524288,131072,27.631211273200066,27.848766586569379,110.52484509280026,27.631211273200066
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x1,64,dot,1,65536,1,256,256,0,10,2,4,6,2991,13.93228816986084,0.0046580702674225479,131072,1052680,0,131072,28.138691019044273,225.99057969610234,0,28.138691019044273
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x4,64,dot,4,65536,1,64,256,0,10,2,4,7,3020,14.098527908325195,0.0046683867246109919,131072,1049608,0,131072,28.076508595358924,224.8331301403617,0,28.076508595358924
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x1,8,dot,1,65536,1,256,256,0,10,2,4,8,3049,15.310463905334473,0.0050214706150654223,131072,135176,0,131072,26.102313455097722,26.919603909349743,0,26.102313455097722
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x4,8,dot,4,65536,1,64,256,0,10,2,4,9,2105,11.532735824584961,0.0054787343584726655,131072,132104,0,131072,23.923773525778245,24.112138197703622,0,23.923773525778245
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_x4,8,dot,4,65536,1,64,256,0,10,2,4,10,2963,14.056415557861328,0.0047439809510163109,131072,132104,0,131072,27.629116000543849,27.846654816710242,0,27.629116000543849
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x1,8,dot,1,65536,1,256,256,0,10,2,4,11,2935,14.118080139160156,0.004810248769730888,131072,135176,524288,131072,27.248486777812303,28.101665105266999,108.99394711124921,27.248486777812303
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,load_only_x1,64,stream_load,1,1048576,1,2112,256,0,10,0,0,0,2867,14.35747241973877,0.0050078383047571576,0,8388608,0,0,0,1675.0956180097321,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,load_only_x4,64,stream_load,4,1048576,1,1024,256,0,10,0,0,1,3361,13.741151809692383,0.0040884117255853567,0,8388608,0,0,0,2051.801179295112,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,load_only_x1,8,stream_load,1,1048576,1,2112,256,0,10,0,0,2,2991,14.267647743225098,0.0047701931605567023,0,1048576,0,0,0,219.81835215193394,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,load_only_x4,8,stream_load,4,1048576,1,1024,256,0,10,0,0,3,3931,13.397919654846191,0.0034082726163434727,0,1048576,0,0,0,307.65614081802909,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,load_only_x1,8,stream_load,1,1048576,1,2112,256,0,10,0,0,4,3110,14.829407691955566,0.0047682982932333012,0,1048576,0,0,0,219.90570545639639,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,load_only_x4,8,stream_load,4,1048576,1,1024,256,0,10,0,0,5,3811,12.981568336486816,0.003406341730907063,0,1048576,0,0,0,307.83053575801341,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,load_only_x4,64,stream_load,4,1048576,1,1024,256,0,10,0,1,0,3361,13.635295867919922,0.0040569163546325263,0,8388608,0,0,0,2067.730085295248,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,load_only_x1,8,stream_load,1,1048576,1,2112,256,0,10,0,1,1,2991,14.232383728027344,0.0047584031186985436,0,1048576,0,0,0,220.36300284848352,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,load_only_x4,8,stream_load,4,1048576,1,1024,256,0,10,0,1,2,3931,13.374048233032227,0.0034022000084030085,0,1048576,0,0,0,308.20527817592983,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,load_only_x1,8,stream_load,1,1048576,1,2112,256,0,10,0,1,3,3110,14.828639984130859,0.0047680514418427201,0,1048576,0,0,0,219.9170904068003,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,load_only_x4,8,stream_load,4,1048576,1,1024,256,0,10,0,1,4,3811,12.972384452819824,0.003403931895255792,0,1048576,0,0,0,308.04846638131806,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,load_only_x1,64,stream_load,1,1048576,1,2112,256,0,10,0,1,5,2867,14.364128112792969,0.0050101597882082211,0,8388608,0,0,0,1674.3194537913153,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,load_only_x1,8,stream_load,1,1048576,1,2112,256,0,10,0,2,0,2991,14.277376174926758,0.004773445728828739,0,1048576,0,0,0,219.6685705814632,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,load_only_x4,8,stream_load,4,1048576,1,1024,256,0,10,0,2,1,3931,13.384032249450684,0.0034047398243324048,0,1048576,0,0,0,307.97536789924993,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,load_only_x1,8,stream_load,1,1048576,1,2112,256,0,10,0,2,2,3110,14.876799583435059,0.00478353684354825,0,1048576,0,0,0,219.20516853847522,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,load_only_x4,8,stream_load,4,1048576,1,1024,256,0,10,0,2,3,3811,12.961695671081543,0.0034011271768778647,0,1048576,0,0,0,308.30249663364901,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,load_only_x1,64,stream_load,1,1048576,1,2112,256,0,10,0,2,4,2867,14.355520248413086,0.0050071573939355022,0,8388608,0,0,0,1675.3234100769421,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,load_only_x4,64,stream_load,4,1048576,1,1024,256,0,10,0,2,5,3361,13.73635196685791,0.0040869836259618897,0,8388608,0,0,0,2052.5181326180877,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,load_only_x4,8,stream_load,4,1048576,1,1024,256,0,10,0,3,0,3931,13.394687652587891,0.0034074504331182628,0,1048576,0,0,0,307.73037512402368,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,load_only_x1,8,stream_load,1,1048576,1,2112,256,0,10,0,3,1,3110,14.828224182128906,0.0047679177434498095,0,1048576,0,0,0,219.92325715781053,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,load_only_x4,8,stream_load,4,1048576,1,1024,256,0,10,0,3,2,3811,12.982239723205566,0.00340651790165457,0,1048576,0,0,0,307.81461606020014,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,load_only_x1,64,stream_load,1,1048576,1,2112,256,0,10,0,3,3,2867,14.325568199157715,0.0049967102194481043,0,8388608,0,0,0,1678.8261939525755,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,load_only_x4,64,stream_load,4,1048576,1,1024,256,0,10,0,3,4,3361,13.655967712402344,0.0040630668587927233,0,8388608,0,0,0,2064.6000402003087,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,load_only_x1,8,stream_load,1,1048576,1,2112,256,0,10,0,3,5,2991,14.252575874328613,0.0047651540870373163,0,1048576,0,0,0,220.05080651063287,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,load_only_x1,8,stream_load,1,1048576,1,2112,256,0,10,0,4,0,3110,14.868831634521484,0.0047809748020969404,0,1048576,0,0,0,219.32263678530441,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,load_only_x4,8,stream_load,4,1048576,1,1024,256,0,10,0,4,1,3811,13.012255668640137,0.0034143940353293456,0,1048576,0,0,0,307.10456647656849,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,load_only_x1,64,stream_load,1,1048576,1,2112,256,0,10,0,4,2,2867,14.360735893249512,0.0050089765933901331,0,8388608,0,0,0,1674.7149529645724,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,load_only_x4,64,stream_load,4,1048576,1,1024,256,0,10,0,4,3,3361,13.759584426879883,0.0040938959913358773,0,8388608,0,0,0,2049.0525449970496,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,load_only_x1,8,stream_load,1,1048576,1,2112,256,0,10,0,4,4,2991,14.292927742004395,0.0047786451828834486,0,1048576,0,0,0,219.42955793325632,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,load_only_x4,8,stream_load,4,1048576,1,1024,256,0,10,0,4,5,3931,13.388256072998047,0.0034058143151864785,0,1048576,0,0,0,307.87820560986376,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,load_only_x4,64,stream_load,4,1048576,1,1024,256,0,10,1,0,0,3361,13.76364803314209,0.0040951050381261801,0,8388608,0,0,0,2048.4475787313195,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,load_only_x1,8,stream_load,1,1048576,1,2112,256,0,10,1,0,1,2991,14.262240409851074,0.0047683852924945086,0,1048576,0,0,0,219.90169327350085,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,load_only_x4,8,stream_load,4,1048576,1,1024,256,0,10,1,0,2,3931,13.387935638427734,0.0034057328004140765,0,1048576,0,0,0,307.88557454434232,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,load_only_x1,8,stream_load,1,1048576,1,2112,256,0,10,1,0,3,3110,14.836928367614746,0.0047707165169179246,0,1048576,0,0,0,219.79423767510346,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,load_only_x4,8,stream_load,4,1048576,1,1024,256,0,10,1,0,4,3811,12.984224319458008,0.0034070386563783803,0,1048576,0,0,0,307.76756760212902,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,load_only_x1,64,stream_load,1,1048576,1,2112,256,0,10,1,0,5,2867,14.320351600646973,0.0049948906873550653,0,8388608,0,0,0,1679.4377545111008,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,load_only_x1,8,stream_load,1,1048576,1,2112,256,0,10,1,1,0,2991,14.23475170135498,0.0047591948182397125,0,1048576,0,0,0,220.32634511647026,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,load_only_x4,8,stream_load,4,1048576,1,1024,256,0,10,1,1,1,3931,13.383584022521973,0.0034046258006924378,0,1048576,0,0,0,307.98568224053844,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,load_only_x1,8,stream_load,1,1048576,1,2112,256,0,10,1,1,2,3110,14.849344253540039,0.0047747087631961537,0,1048576,0,0,0,219.6104625443356,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,load_only_x4,8,stream_load,4,1048576,1,1024,256,0,10,1,1,3,3811,12.982399940490723,0.0034065599424011341,0,1048576,0,0,0,307.81081728475471,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,load_only_x1,64,stream_load,1,1048576,1,2112,256,0,10,1,1,4,2867,14.36348819732666,0.0050099365878362957,0,8388608,0,0,0,1674.3940472952959,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,load_only_x4,64,stream_load,4,1048576,1,1024,256,0,10,1,1,5,3361,13.746399879455566,0.0040899731863896357,0,8388608,0,0,0,2051.0178472355515,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,load_only_x4,8,stream_load,4,1048576,1,1024,256,0,10,1,2,0,3931,13.395327568054199,0.0034076132200595776,0,1048576,0,0,0,307.71567436919003,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,load_only_x1,8,stream_load,1,1048576,1,2112,256,0,10,1,2,1,3110,14.886879920959473,0.0047867781096332706,0,1048576,0,0,0,219.05673837058944,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,load_only_x4,8,stream_load,4,1048576,1,1024,256,0,10,1,2,2,3811,12.975456237792969,0.0034047379264741454,0,1048576,0,0,0,307.97553956990663,0,0
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,load_only_x1,64,stream_load,1,1048576,1,2112,256,0,10,1,2,3,2867,14.356479644775391,0.0050074920281741857,0,8388608,0,0,0,1675.2114537182049,0,0
