kernel,distribution,format,storage_bits,method,n,m,total_outputs,finite_outputs,predicted_mse,measured_mse,predicted_rmse,measured_rmse,mse_ratio_measured_to_predicted,mse_cluster_standard_error,mse_z_score,predicted_nonfinite_output_probability,measured_nonfinite_output_probability,nonfinite_probability_cluster_standard_error,nonfinite_probability_z_score,convergence_status
dot,normal_0_1,e2m5,8,exact_cells,16384,1,8192,768,3.0262251452066162,3.155242725647052,1.7396048819219312,1.776300291518034,1.0426331730951324,0.15278185123422877,0.844456192919406,0.9062941109133913,0.90625,0.0028713530406012703,-0.01536241373581013,pass
dot,normal_0_1,e2m5,8,exact_cells,262144,1,8192,0,48.41960232330586,nan,6.958419527687725,nan,nan,nan,nan,1.0,1.0,0.0,nan,nonfinite_case
dot,normal_0_1,e2m5,8,exact_cells,4194304,1,8192,0,774.7136371728938,nan,27.8336781107509,nan,nan,nan,nan,1.0,1.0,0.0,nan,nonfinite_case
dot,uniform_0_1,e3m4,8,exact_cells,1024,1,8192,8192,0.03473149405585969,0.03469265426044848,0.18636387540470306,0.18625964206034673,0.9988817125071343,0.0005847307600426315,-0.06642338331641086,0.0,0.0,0.0,nan,pass
dot,uniform_0_1,e3m4,8,exact_cells,16384,1,8192,8192,0.555703904893755,0.5543149476991545,0.7454555016188122,0.7445233023211258,0.9975005444763501,0.008749487254503446,-0.15874726760538072,0.0,0.0,0.0,nan,pass
dot,uniform_0_1,e3m4,8,exact_cells,262144,1,8192,8192,8.89126247830008,8.969949964974777,2.981822006475249,2.9949874732584068,1.0088499790515397,0.10689224699650807,0.7361383906287229,0.0,0.0,0.0,nan,pass
dot,uniform_0_1,e3m4,8,exact_cells,4194304,1,8192,8192,142.26019965280128,141.60784850849615,11.927288025900996,11.899909600853956,0.9954143805091147,2.0797925075571935,-0.3136616474647001,0.0,0.0,0.0,nan,pass
dot,normal_0_1,e3m4,8,exact_cells,1024,1,8192,8192,0.3686293422151307,0.3649428945096592,0.607148533898527,0.6041050359909766,0.9899995814676085,0.004374805910054625,-0.8426540014035654,1.4065933309018286e-52,0.0,0.0,nan,pass
dot,normal_0_1,e3m4,8,exact_cells,16384,1,8192,8192,5.8980694754420915,5.883983425467891,2.428594135594108,2.425692360021751,0.9976117524500431,0.09696519947934495,-0.14526912799474145,2.2505493294429257e-51,0.0,0.0,nan,pass
dot,normal_0_1,e3m4,8,exact_cells,262144,1,8192,8192,94.36911160707346,94.96201121465356,9.714376542376431,9.744845366379785,1.006282771952424,1.319126273821316,0.44946387570808544,3.600878927108681e-50,0.0,0.0,nan,pass
dot,normal_0_1,e3m4,8,exact_cells,4194304,1,8192,8192,1509.9057857131754,1499.1967929719488,38.857506169505726,38.719462715434844,0.9929075093012055,26.468966787507874,-0.40458673083834973,5.76140628337389e-49,0.0,0.0,nan,pass
dot,uniform_0_1,fp8_e4m3,8,exact_cells,1024,1,8192,8192,0.12711104703334994,0.12540157994572734,0.35652636232591545,0.3541208549997124,0.9865513885101262,0.0018360448693089402,-0.9310595379218667,0.0,0.0,0.0,nan,pass
dot,uniform_0_1,fp8_e4m3,8,exact_cells,16384,1,8192,8192,2.033776752533599,2.0011410485113346,1.4261054493036618,1.4146169264190693,0.9839531531759284,0.03582891671275847,-0.9108761027832881,0.0,0.0,0.0,nan,pass
dot,uniform_0_1,fp8_e4m3,8,exact_cells,262144,1,8192,8192,32.540428040537584,33.01597924788642,5.704421797214647,5.745953293221797,1.0146141657004761,0.5438586059057813,0.8744022843158268,0.0,0.0,0.0,nan,pass
dot,uniform_0_1,fp8_e4m3,8,exact_cells,4194304,1,8192,8192,520.6468486486013,523.8095697625798,22.81768718885859,22.88688641476992,1.006074599552821,9.062087801229854,0.3490057902053489,0.0,0.0,0.0,nan,pass
dot,normal_0_1,fp8_e4m3,8,exact_cells,1024,1,8192,8192,1.442329557199902,1.426197141734445,1.2009702565841929,1.1942349608575547,0.9888150281709709,0.020795960063776178,-0.7757475690462353,0.0,0.0,0.0,nan,pass
dot,normal_0_1,fp8_e4m3,8,exact_cells,16384,1,8192,8192,23.07727291519843,23.118786905156682,4.8038810263367715,4.808199965179972,1.0017989122939612,0.3192184281805573,0.13004885148663584,0.0,0.0,0.0,nan,pass
